state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
MS,education - elementary and secondary total,71311,0,182895764,0,8076,0,3805013,0,421421,0,73733,0,79387,0,186700777,0,80.81,83.04,2007
MS,education - elementary and secondary instructional,49474,0,149105415,0,4041,0,2018083,0,211070,0,50687,0,53515,0,151123498,0,80.81,83.04,2007
MS,education - elementary and secondary other,21837,0,33790349,0,4035,0,1786930,0,210351,0,23046,0,25872,0,35577279,0,71.8,74.57,2007
MS,education - higher education total,5531,0,19573025,0,3596,0,2416303,0,158111,0,6473,0,9127,0,21989328,0,89.28,89.73,2007
MS,education - higher education instructional,2431,0,10225464,0,1591,0,1567925,0,69314,0,2840,0,4022,0,11793389,0,87.37,86.79,2007
MS,education - higher education other,3100,0,9347561,0,2005,0,848378,0,88797,0,3633,0,5105,0,10195939,0,89.28,89.73,2007
MS,libraries,643,0,1390796,0,570,0,291063,0,36715,0,850,0,1213,0,1681859,0,89.29,85.21,2007
MS,other and unallocable,1453,0,3378451,0,502,0,334861,0,36588,0,1655,0,1955,0,3713312,0,56.68,59.01,2007
MO,total,216427,0,683484653,0,62749,0,51253653,0,3784038,0,238090,0,279176,0,734738306,0,66.95,67.25,2007
MO,financial administration,3897,0,12233180,0,672,0,419790,0,36309,0,4096,0,4569,0,12652970,0,65.15,57.67,2007
MO,other government administration,3607,0,12089248,0,3531,0,1091994,0,77282,0,4001,0,7138,0,13181242,0,65.63,66.41,2007
MO,judicial and legal,3813,0,12525477,0,831,0,811440,0,51127,0,4093,0,4644,0,13336917,0,49.77,48.35,2007
MO,police protection total,15437,0,56800958,0,1417,0,906549,0,79134,0,15879,0,16854,0,57707507,0,75.82,74.66,2007
MO,police protection - officers,11763,0,45907767,0,739,0,468027,0,39564,0,11981,0,12502,0,46375794,0,76.07,75.14,2007
MO,police protection - other,3674,0,10893191,0,678,0,438522,0,39570,0,3898,0,4352,0,11331713,0,74.73,72.94,2007
MO,fire protection total,6479,0,29425626,0,1927,0,588983,0,54524,0,6776,0,8406,0,30014609,0,62.64,65.48,2007
MO,fire protection - firefighters,6049,0,27797964,0,1650,0,473518,0,44641,0,6296,0,7699,0,28271482,0,64.68,67.02,2007
MO,fire protection - other,430,0,1627662,0,277,0,115465,0,9883,0,480,0,707,0,1743127,0,41.95,41.17,2007
MO,corrections,3141,0,8518228,0,255,0,195255,0,16302,0,3234,0,3396,0,8713483,0,52.42,48.25,2007
MO,highways,6624,0,19492510,0,818,0,609767,0,48466,0,6869,0,7442,0,20102277,0,73.25,70.88,2007
MO,air transportation,1307,0,4611873,0,110,0,100291,0,7416,0,1348,0,1417,0,4712164,0,15.68,13.71,2007
MO,water transport and terminals,2,0,11291,0,2,0,377,0,35,0,2,0,4,0,11668,0,100,100,2007
MO,public welfare,2421,0,4671646,0,890,0,663175,0,70883,0,2824,0,3311,0,5334821,0,86.79,84.53,2007
MO,health,3076,0,10430502,0,1592,0,1213112,0,98728,0,3634,0,4668,0,11643614,0,80.06,80.14,2007
MO,hospitals,9798,0,34805557,0,3595,0,6655487,0,339821,0,11736,0,13393,0,41461044,0,84.26,87.47,2007
MO,solid waste management,896,0,2463349,0,129,0,131485,0,14300,0,974,0,1025,0,2594834,0,49.41,48.66,2007
MO,sewerage,2491,0,9300787,0,211,0,182927,0,12571,0,2551,0,2702,0,9483714,0,77.62,38.4,2007
MO,parks and recreation,3243,0,10517535,0,4296,0,2078041,0,215026,0,4457,0,7539,0,12595576,0,59.08,61.03,2007
MO,housing and community development,1363,0,3963157,0,203,0,150745,0,13827,0,1440,0,1566,0,4113902,0,81.02,78.44,2007
MO,natural resources,458,0,1100772,0,182,0,93877,0,7582,0,500,0,640,0,1194649,0,71.1,65.74,2007
MO,water transport and terminals,3177,0,10116670,0,543,0,370904,0,30984,0,3326,0,3720,0,10487574,0,63.77,61.83,2007
MO,electric power,1600,0,7418242,0,60,0,92329,0,6241,0,1633,0,1660,0,7510571,0,86.85,88.11,2007
MO,gas supply,251,0,1112541,0,12,0,18731,0,1091,0,257,0,263,0,1131272,0,99.52,99.83,2007
MO,transit,2940,0,10155809,0,493,0,515007,0,39789,0,3166,0,3433,0,10670816,0,97.17,98.06,2007
MO,education total,135449,0,406963887,0,37093,0,31670500,0,2304765,0,148873,0,172542,0,438634387,0,65.98,66.11,2007
MO,education - elementary and secondary total,130747,0,388776207,0,30324,0,25841982,0,1947361,0,142129,0,161071,0,414618189,0,65.8,66.07,2007
MO,education - elementary and secondary instructional,90245,0,303288672,0,14800,0,11466169,0,815307,0,95031,0,105045,0,314754841,0,65.8,66.07,2007
MO,education - elementary and secondary other,40502,0,85487535,0,15524,0,14375813,0,1132054,0,47098,0,56026,0,99863348,0,59.49,60.05,2007
MO,education - higher education total,4702,0,18187680,0,6769,0,5828518,0,357404,0,6744,0,11471,0,24016198,0,69.61,66.97,2007
MO,education - higher education instructional,1534,0,8001302,0,3927,0,3503049,0,109127,0,2158,0,5461,0,11504351,0,73.97,81.76,2007
MO,education - higher education other,3168,0,10186378,0,2842,0,2325469,0,248277,0,4586,0,6010,0,12511847,0,69.61,66.97,2007
MO,libraries,2166,0,6136459,0,3046,0,2066122,0,202623,0,3318,0,5212,0,8202581,0,86.72,79.21,2007
MO,other and unallocable,2791,0,8619349,0,841,0,626765,0,55212,0,3103,0,3632,0,9246114,0,68.5,67.38,2007
MT,total,30688,0,93654102,0,15265,0,11513818,0,928196,0,35965,0,45953,0,105167920,0,74.98,82.56,2007
MT,financial administration,713,0,1979806,0,89,0,81193,0,6439,0,751,0,802,0,2060999,0,76.66,79.8,2007
MT,other government administration,792,0,2550855,0,614,0,280842,0,17508,0,883,0,1406,0,2831697,0,75.48,80.88,2007
MT,judicial and legal,702,0,2194967,0,336,0,326308,0,21486,0,821,0,1038,0,2521275,0,71.38,74.68,2007
MT,police protection total,2012,0,7121273,0,271,0,220917,0,18546,0,2114,0,2283,0,7342190,0,83.49,85.58,2007
MT,police protection - officers,1472,0,5722242,0,109,0,71268,0,5170,0,1497,0,1581,0,5793510,0,84.37,85.62,2007
MT,police protection - other,540,0,1399031,0,162,0,149649,0,13376,0,617,0,702,0,1548680,0,83.45,85.39,2007
MT,fire protection total,650,0,2725535,0,378,0,70207,0,5622,0,676,0,1028,0,2795742,0,82.28,81.8,2007
MT,fire protection - firefighters,581,0,2494895,0,356,0,62159,0,5127,0,605,0,937,0,2557054,0,81.99,81.75,2007
MT,fire protection - other,69,0,230640,0,22,0,8048,0,495,0,71,0,91,0,238688,0,84.67,82.32,2007
MT,corrections,644,0,1689646,0,77,0,61030,0,5515,0,676,0,721,0,1750676,0,67.02,68.49,2007
MT,highways,1255,0,3830580,0,37,0,28174,0,2645,0,1271,0,1292,0,3858754,0,76.61,78.26,2007
MT,air transportation,126,0,453034,0,26,0,23573,0,1674,0,134,0,152,0,476607,0,96.83,98.36,2007
MT,public welfare,361,0,826016,0,360,0,368373,0,31831,0,542,0,721,0,1194389,0,56.29,66.59,2007
MT,health,691,0,2253595,0,434,0,424999,0,25670,0,838,0,1125,0,2678594,0,74.94,80.41,2007
MT,hospitals,708,0,2078174,0,282,0,339564,0,23645,0,842,0,990,0,2417738,0,86.98,90.78,2007
MT,solid waste management,457,0,1315190,0,126,0,95018,0,8851,0,506,0,583,0,1410208,0,89.34,92.05,2007
MT,sewerage,283,0,966176,0,112,0,47572,0,3765,0,296,0,395,0,1013748,0,86.97,88.46,2007
MT,parks and recreation,302,0,906819,0,502,0,220027,0,22609,0,428,0,804,0,1126846,0,86.84,89.16,2007
MT,housing and community development,210,0,736588,0,44,0,31495,0,2259,0,224,0,254,0,768083,0,90.32,90.95,2007
MT,natural resources,228,0,575251,0,196,0,159825,0,14337,0,306,0,424,0,735076,0,84.05,90.07,2007
MT,water transport and terminals,391,0,1248920,0,130,0,60634,0,4445,0,404,0,521,0,1309554,0,86.72,89.13,2007
MT,electric power,2,0,12872,0,0,0,0,0,0,0,2,0,2,0,12872,0,100,100,2007
MT,transit,174,0,487619,0,140,0,150662,0,13640,0,251,0,314,0,638281,0,78.59,73.07,2007
MT,education total,19168,0,57370947,0,10490,0,8060589,0,655412,0,22952,0,29658,0,65431536,0,71.43,81.17,2007
MT,education - elementary and secondary total,18926,0,56508511,0,10095,0,7851593,0,643463,0,22642,0,29021,0,64360104,0,71.11,80.97,2007
MT,education - elementary and secondary instructional,14713,0,46536201,0,6004,0,4588924,0,357418,0,16767,0,20717,0,51125125,0,71.11,80.97,2007
MT,education - elementary and secondary other,4213,0,9972310,0,4091,0,3262669,0,286045,0,5875,0,8304,0,13234979,0,75.22,86.96,2007
MT,education - higher education total,242,0,862436,0,395,0,208996,0,11949,0,310,0,637,0,1071432,0,100,100,2007
MT,education - higher education instructional,102,0,420759,0,233,0,123815,0,3992,0,125,0,335,0,544574,0,99.24,100,2007
MT,education - higher education other,140,0,441677,0,162,0,85181,0,7957,0,185,0,302,0,526858,0,100,100,2007
MT,libraries,194,0,568260,0,282,0,213084,0,19704,0,307,0,476,0,781344,0,88.26,94.1,2007
MT,other and unallocable,625,0,1761979,0,339,0,249732,0,22593,0,741,0,964,0,2011711,0,80.38,86.26,2007
NE,total,73019,0,255996387,0,28448,0,21899688,0,1440105,0,81135,0,101467,0,277896075,0,88.87,90.74,2007
NE,financial administration,1477,0,4690539,0,420,0,263982,0,20302,0,1572,0,1897,0,4954521,0,71.03,67.94,2007
NE,other government administration,1448,0,4294588,0,2623,0,625059,0,41682,0,1633,0,4071,0,4919647,0,66.72,82.4,2007
NE,judicial and legal,1089,0,4014878,0,202,0,327139,0,15232,0,1169,0,1291,0,4342017,0,65.37,64.37,2007
NE,police protection total,3992,0,16247052,0,372,0,355891,0,25091,0,4131,0,4364,0,16602943,0,84.82,85.69,2007
NE,police protection - officers,3056,0,13444101,0,160,0,127365,0,9014,0,3103,0,3216,0,13571466,0,87.23,87.9,2007
NE,police protection - other,936,0,2802951,0,212,0,228526,0,16077,0,1028,0,1148,0,3031477,0,77.54,75.8,2007
NE,fire protection total,1302,0,6691720,0,299,0,54097,0,5608,0,1330,0,1601,0,6745817,0,91.61,93.35,2007
NE,fire protection - firefighters,1246,0,6466388,0,269,0,40117,0,4560,0,1268,0,1515,0,6506505,0,91.69,93.39,2007
NE,fire protection - other,56,0,225332,0,30,0,13980,0,1048,0,62,0,86,0,239312,0,89.93,92.36,2007
NE,corrections,1278,0,3843087,0,172,0,196223,0,13059,0,1351,0,1450,0,4039310,0,52.83,54,2007
NE,highways,2678,0,7888025,0,564,0,563070,0,34921,0,2859,0,3242,0,8451095,0,83.67,84.75,2007
NE,air transportation,230,0,828282,0,126,0,110468,0,8205,0,274,0,356,0,938750,0,94.06,99.57,2007
NE,public welfare,625,0,1720868,0,372,0,358459,0,26863,0,777,0,997,0,2079327,0,93.17,90.26,2007
NE,health,591,0,2337109,0,399,0,529631,0,20972,0,710,0,990,0,2866740,0,48.18,46.4,2007
NE,hospitals,3763,0,11896913,0,1496,0,2047111,0,119254,0,4450,0,5259,0,13944024,0,77.32,77.96,2007
NE,solid waste management,279,0,927170,0,106,0,65925,0,6369,0,309,0,385,0,993095,0,84.2,86.46,2007
NE,sewerage,469,0,1628245,0,124,0,67786,0,4831,0,492,0,593,0,1696031,0,89.12,90.08,2007
NE,parks and recreation,749,0,2239698,0,945,0,553430,0,53644,0,1045,0,1694,0,2793128,0,85.59,86.18,2007
NE,housing and community development,552,0,1583284,0,409,0,314439,0,24933,0,684,0,961,0,1897723,0,96.02,99.17,2007
NE,natural resources,547,0,1478031,0,156,0,105975,0,8031,0,588,0,703,0,1584006,0,89.29,88.67,2007
NE,water transport and terminals,947,0,3445103,0,193,0,103597,0,9300,0,991,0,1140,0,3548700,0,91.77,93.72,2007
NE,electric power,6626,0,37646490,0,310,0,347969,0,27911,0,6785,0,6936,0,37994459,0,95.82,98.02,2007
NE,gas supply,474,0,1915069,0,2,0,311,0,22,0,474,0,476,0,1915380,0,99.97,99.98,2007
NE,transit,375,0,1307316,0,33,0,26875,0,2627,0,388,0,408,0,1334191,0,96.11,98.36,2007
NE,education total,42180,0,135096479,0,17684,0,13964181,0,891156,0,47335,0,59864,0,149060660,0,94.23,94.46,2007
NE,education - elementary and secondary total,39947,0,126734568,0,15253,0,12362394,0,786699,0,44490,0,55200,0,139096962,0,93.94,94.21,2007
NE,education - elementary and secondary instructional,30556,0,103322151,0,9826,0,8183203,0,443943,0,33120,0,40382,0,111505354,0,93.94,94.21,2007
NE,education - elementary and secondary other,9391,0,23412417,0,5427,0,4179191,0,342756,0,11370,0,14818,0,27591608,0,91.35,94.32,2007
NE,education - higher education total,2233,0,8361911,0,2431,0,1601787,0,104457,0,2845,0,4664,0,9963698,0,100,100,2007
NE,education - higher education instructional,915,0,4195383,0,1108,0,900818,0,46603,0,1189,0,2023,0,5096201,0,87.29,100,2007
NE,education - higher education other,1318,0,4166528,0,1323,0,700969,0,57854,0,1656,0,2641,0,4867497,0,100,100,2007
NE,libraries,397,0,1220213,0,872,0,581862,0,54197,0,704,0,1269,0,1802075,0,80.87,91.97,2007
NE,other and unallocable,951,0,3056228,0,569,0,336208,0,25895,0,1084,0,1520,0,3392436,0,79.26,81.6,2007
NV,total,73211,0,342290236,0,23288,0,22684328,0,1506736,0,81811,0,96499,0,364974564,0,67.08,70.72,2007
NV,financial administration,1579,0,8673784,0,100,0,152587,0,8761,0,1627,0,1679,0,8826371,0,63.47,62.84,2007
NV,other government administration,1960,0,9966829,0,277,0,342485,0,20521,0,2075,0,2237,0,10309314,0,62.24,63.69,2007
NV,judicial and legal,2790,0,15386658,0,293,0,444306,0,23213,0,2922,0,3083,0,15830964,0,50.59,49.33,2007
NV,police protection total,6676,0,40136934,0,882,0,613273,0,36179,0,6888,0,7558,0,40750207,0,94.44,96.48,2007
NV,police protection - officers,4367,0,29207909,0,18,0,21591,0,1230,0,4374,0,4385,0,29229500,0,97.65,98.11,2007
NV,police protection - other,2309,0,10929025,0,864,0,591682,0,34949,0,2514,0,3173,0,11520707,0,88.88,92.34,2007
NV,fire protection total,2771,0,21962704,0,206,0,216701,0,13889,0,2847,0,2977,0,22179405,0,68.81,65.8,2007
NV,fire protection - firefighters,2522,0,20276028,0,173,0,186920,0,11537,0,2586,0,2695,0,20462948,0,68.41,65.36,2007
NV,fire protection - other,249,0,1686676,0,33,0,29781,0,2352,0,261,0,282,0,1716457,0,72.68,71.05,2007
NV,corrections,2740,0,14737275,0,213,0,284625,0,14543,0,2822,0,2953,0,15021900,0,95.25,96.18,2007
NV,highways,1290,0,6679131,0,65,0,56357,0,4214,0,1315,0,1355,0,6735488,0,60.6,58.58,2007
NV,air transportation,1310,0,5594744,0,62,0,70146,0,4752,0,1336,0,1372,0,5664890,0,18.92,20.72,2007
NV,public welfare,778,0,3626658,0,202,0,246038,0,13378,0,853,0,980,0,3872696,0,47.46,45.47,2007
NV,health,842,0,4070638,0,134,0,165289,0,7504,0,884,0,976,0,4235927,0,33,33.21,2007
NV,hospitals,4780,0,23610351,0,233,0,779648,0,21677,0,4903,0,5013,0,24389999,0,12.69,10.34,2007
NV,solid waste management,105,0,432258,0,5,0,5043,0,388,0,106,0,110,0,437301,0,79.87,85.78,2007
NV,sewerage,859,0,4631190,0,37,0,45625,0,2946,0,877,0,896,0,4676815,0,93.1,94.1,2007
NV,parks and recreation,2083,0,10123988,0,4870,0,3671760,0,279180,0,3694,0,6953,0,13795748,0,59.71,52.4,2007
NV,housing and community development,592,0,2854928,0,23,0,24751,0,1454,0,598,0,615,0,2879679,0,82.35,75.76,2007
NV,natural resources,156,0,707902,0,52,0,54362,0,3713,0,177,0,208,0,762264,0,80.28,76.13,2007
NV,water transport and terminals,2053,0,12292657,0,74,0,93375,0,5179,0,2082,0,2127,0,12386032,0,94.13,94.39,2007
NV,electric power,92,0,517007,0,5,0,10375,0,554,0,96,0,97,0,527382,0,98.95,99.26,2007
NV,transit,264,0,1497588,0,17,0,29277,0,1675,0,273,0,281,0,1526865,0,40.33,42.82,2007
NV,education total,36982,0,142458389,0,14676,0,14547324,0,980961,0,42576,0,51658,0,157005713,0,72.69,79.56,2007
NV,education - elementary and secondary total,36982,0,142458389,0,14676,0,14547324,0,980961,0,42576,0,51658,0,157005713,0,72.69,79.56,2007
NV,education - elementary and secondary instructional,27794,0,112575909,0,8370,0,7960122,0,554480,0,30950,0,36164,0,120536031,0,72.69,79.56,2007
NV,education - elementary and secondary other,9188,0,29882480,0,6306,0,6587202,0,426481,0,11626,0,15494,0,36469682,0,63.89,78.18,2007
NV,libraries,695,0,2675261,0,660,0,519307,0,40732,0,926,0,1355,0,3194568,0,96.32,97.23,2007
NV,other and unallocable,1814,0,9653362,0,202,0,311674,0,21323,0,1934,0,2016,0,9965036,0,65.03,67.18,2007
NH,total,45711,0,160937069,0,17153,0,16378054,0,1170902,0,52587,0,62864,0,177315123,0,76.44,79.31,2007
NH,financial administration,841,0,3208153,0,470,0,463895,0,29278,0,1007,0,1311,0,3672048,0,77,81.96,2007
NH,other government administration,735,0,3004207,0,629,0,500689,0,30955,0,906,0,1364,0,3504896,0,80.92,85.57,2007
NH,judicial and legal,219,0,976408,0,198,0,261322,0,19897,0,330,0,417,0,1237730,0,69.73,88.29,2007
NH,police protection total,2977,0,13017728,0,905,0,847408,0,55687,0,3282,0,3882,0,13865136,0,84.73,86.15,2007
NH,police protection - officers,2356,0,10947491,0,524,0,524454,0,32346,0,2528,0,2880,0,11471945,0,84.45,85.67,2007
NH,police protection - other,621,0,2070237,0,381,0,322954,0,23341,0,754,0,1002,0,2393191,0,85.7,88.44,2007
NH,fire protection total,1598,0,7658644,0,1776,0,578830,0,49276,0,1876,0,3374,0,8237474,0,80.44,87.77,2007
NH,fire protection - firefighters,1518,0,7383394,0,1651,0,505910,0,44422,0,1768,0,3169,0,7889304,0,80.31,87.99,2007
NH,fire protection - other,80,0,275250,0,125,0,72920,0,4854,0,108,0,205,0,348170,0,82.54,82.85,2007
NH,corrections,645,0,2232903,0,42,0,75951,0,3897,0,667,0,687,0,2308854,0,88.93,91.16,2007
NH,highways,1562,0,6733370,0,229,0,261181,0,16896,0,1659,0,1791,0,6994551,0,79.37,82.63,2007
NH,air transportation,95,0,465789,0,20,0,27647,0,1706,0,104,0,115,0,493436,0,98.18,18.69,2007
NH,public welfare,1928,0,5967419,0,1247,0,2043699,0,129146,0,2656,0,3175,0,8011118,0,69.42,76.2,2007
NH,health,132,0,504626,0,116,0,115036,0,7130,0,169,0,248,0,619662,0,85.51,88.96,2007
NH,solid waste management,378,0,1278952,0,274,0,234983,0,21654,0,500,0,652,0,1513935,0,76.75,82.76,2007
NH,sewerage,352,0,1489247,0,46,0,37742,0,2523,0,365,0,398,0,1526989,0,90.86,92.76,2007
NH,parks and recreation,349,0,1286307,0,458,0,292566,0,26084,0,496,0,807,0,1578873,0,83.58,86.54,2007
NH,housing and community development,368,0,1175474,0,88,0,69135,0,5739,0,402,0,456,0,1244609,0,95.18,92.73,2007
NH,natural resources,34,0,94151,0,14,0,18034,0,1148,0,40,0,48,0,112185,0,82.71,84.9,2007
NH,water transport and terminals,339,0,1415133,0,101,0,67654,0,4151,0,359,0,440,0,1482787,0,92.59,94.18,2007
NH,electric power,2,0,9115,0,5,0,7250,0,478,0,5,0,7,0,16365,0,100,100,2007
NH,transit,72,0,243642,0,85,0,106450,0,8344,0,120,0,157,0,350092,0,100,100,2007
NH,education total,32239,0,107135077,0,8791,0,9218421,0,662835,0,36267,0,41030,0,116353498,0,74.58,76.54,2007
NH,education - elementary and secondary total,32239,0,107135077,0,8791,0,9218421,0,662835,0,36267,0,41030,0,116353498,0,74.58,76.54,2007
NH,education - elementary and secondary instructional,26087,0,91653312,0,6125,0,6625215,0,458440,0,28872,0,32212,0,98278527,0,74.58,76.54,2007
NH,education - elementary and secondary other,6152,0,15481765,0,2666,0,2593206,0,204395,0,7395,0,8818,0,18074971,0,75.19,77.09,2007
NH,libraries,391,0,1362430,0,760,0,628835,0,50961,0,681,0,1151,0,1991265,0,80.24,85.39,2007
NH,other and unallocable,455,0,1678294,0,899,0,521326,0,43117,0,696,0,1354,0,2199620,0,77.05,82.26,2007
NJ,total,328594,0,1614577094,0,83488,0,81373020,0,4760692,0,357426,0,412082,0,1695950114,0,73.28,74.13,2007
NJ,financial administration,5364,0,23698524,0,1361,0,1920236,0,79014,0,5820,0,6725,0,25618760,0,67.4,70.28,2007
NJ,other government administration,6401,0,26094686,0,3793,0,3272364,0,147397,0,7242,0,10194,0,29367050,0,67.38,69.55,2007
NJ,judicial and legal,7095,0,33057551,0,1973,0,2719166,0,91596,0,7621,0,9068,0,35776717,0,67.21,72.64,2007
NJ,police protection total,29216,0,188247817,0,7626,0,6602688,0,448984,0,31832,0,36842,0,194850505,0,64.67,64.88,2007
NJ,police protection - officers,24484,0,171842546,0,1052,0,1011537,0,76860,0,24922,0,25536,0,172854083,0,66.39,64.48,2007
NJ,police protection - other,4732,0,16405271,0,6574,0,5591151,0,372124,0,6910,0,11306,0,21996422,0,60.15,68.03,2007
NJ,fire protection total,8236,0,52137352,0,1979,0,1513740,0,89490,0,8738,0,10215,0,53651092,0,53.31,51.31,2007
NJ,fire protection - firefighters,7461,0,49408310,0,1143,0,747607,0,47464,0,7732,0,8604,0,50155917,0,53.71,51.06,2007
NJ,fire protection - other,775,0,2729042,0,836,0,766133,0,42026,0,1006,0,1611,0,3495175,0,52.35,56.5,2007
NJ,corrections,6929,0,36784417,0,138,0,206711,0,13485,0,7007,0,7067,0,36991128,0,82.3,81.85,2007
NJ,highways,10572,0,45404835,0,546,0,612402,0,41998,0,10817,0,11118,0,46017237,0,65.66,65.82,2007
NJ,air transportation,25,0,108197,0,2,0,2741,0,213,0,26,0,27,0,110938,0,12.23,9.88,2007
NJ,water transport and terminals,6,0,26407,0,0,0,0,0,0,0,6,0,6,0,26407,0,66.67,65.87,2007
NJ,public welfare,11499,0,41830950,0,1195,0,1522846,0,82400,0,11979,0,12694,0,43353796,0,78.88,84.04,2007
NJ,health,4001,0,15681996,0,1318,0,1614000,0,87350,0,4495,0,5319,0,17295996,0,59.22,63.35,2007
NJ,hospitals,2255,0,9193810,0,424,0,944521,0,36636,0,2466,0,2679,0,10138331,0,96.06,100,2007
NJ,solid waste management,4727,0,18107842,0,565,0,618400,0,46978,0,4998,0,5292,0,18726242,0,69.46,70.03,2007
NJ,sewerage,5197,0,24685431,0,399,0,274681,0,16122,0,5288,0,5596,0,24960112,0,78.16,78.35,2007
NJ,parks and recreation,4671,0,17773814,0,4425,0,3059364,0,238425,0,6053,0,9096,0,20833178,0,66.37,71.51,2007
NJ,housing and community development,3670,0,15005083,0,444,0,527929,0,38286,0,3891,0,4114,0,15533012,0,73.65,72.33,2007
NJ,natural resources,457,0,1601683,0,87,0,98261,0,4901,0,486,0,544,0,1699944,0,70.75,73.85,2007
NJ,water transport and terminals,2170,0,9698437,0,302,0,222786,0,9845,0,2223,0,2472,0,9921223,0,76.64,76.72,2007
NJ,electric power,228,0,1226020,0,28,0,35575,0,2477,0,243,0,256,0,1261595,0,30.76,28.54,2007
NJ,transit,723,0,3099377,0,62,0,63499,0,3497,0,744,0,785,0,3162876,0,41.5,31.24,2007
NJ,education total,203259,0,1009052001,0,50555,0,50055478,0,2918318,0,221434,0,253814,0,1059107479,0,77.53,79.06,2007
NJ,education - elementary and secondary total,196250,0,974921914,0,40150,0,37965168,0,2309120,0,210561,0,236400,0,1012887082,0,77.15,78.66,2007
NJ,education - elementary and secondary instructional,148448,0,814468521,0,21977,0,22311531,0,1183217,0,155733,0,170425,0,836780052,0,77.15,78.66,2007
NJ,education - elementary and secondary other,47802,0,160453393,0,18173,0,15653637,0,1125903,0,54828,0,65975,0,176107030,0,76.38,73.05,2007
NJ,education - higher education total,7009,0,34130087,0,10405,0,12090310,0,609198,0,10873,0,17414,0,46220397,0,86.83,94.04,2007
NJ,education - higher education instructional,2245,0,14965949,0,6622,0,8893278,0,360084,0,4521,0,8867,0,23859227,0,44.65,59.18,2007
NJ,education - higher education other,4764,0,19164138,0,3783,0,3197032,0,249114,0,6352,0,8547,0,22361170,0,86.83,94.04,2007
NJ,libraries,3773,0,13185302,0,3450,0,2733521,0,218300,0,5047,0,7223,0,15918823,0,61.85,63.37,2007
NJ,other and unallocable,8120,0,28875562,0,2816,0,2752111,0,144980,0,8970,0,10936,0,31627673,0,67.65,72.52,2007
NM,total,75672,0,222953581,0,14203,0,12200073,0,955147,0,81405,0,89875,0,235153654,0,80.21,84.56,2007
NM,financial administration,1848,0,5601319,0,104,0,132802,0,9368,0,1900,0,1952,0,5734121,0,75.23,84.44,2007
NM,other government administration,1880,0,5508951,0,300,0,188031,0,13699,0,1954,0,2180,0,5696982,0,75.45,76.99,2007
NM,judicial and legal,406,0,1245347,0,113,0,158200,0,8953,0,453,0,519,0,1403547,0,76.22,76.06,2007
NM,police protection total,5242,0,17661258,0,577,0,631922,0,50841,0,5530,0,5819,0,18293180,0,74.31,82.78,2007
NM,police protection - officers,3883,0,14178848,0,125,0,149242,0,9656,0,3937,0,4008,0,14328090,0,82.95,83.13,2007
NM,police protection - other,1359,0,3482410,0,452,0,482680,0,41185,0,1593,0,1811,0,3965090,0,52.95,81.52,2007
NM,fire protection total,2307,0,8125873,0,184,0,33457,0,3851,0,2329,0,2491,0,8159330,0,84.88,82.53,2007
NM,fire protection - firefighters,2193,0,7731831,0,152,0,26414,0,3235,0,2211,0,2345,0,7758245,0,85.22,82.86,2007
NM,fire protection - other,114,0,394042,0,32,0,7043,0,616,0,118,0,146,0,401085,0,78.46,76.2,2007
NM,corrections,2461,0,6859294,0,43,0,55039,0,3839,0,2484,0,2504,0,6914333,0,95.58,96.11,2007
NM,highways,1923,0,5109739,0,34,0,26236,0,2240,0,1935,0,1957,0,5135975,0,75.48,78.56,2007
NM,air transportation,343,0,781783,0,11,0,9796,0,943,0,349,0,354,0,791579,0,91.93,90.8,2007
NM,public welfare,669,0,1390573,0,618,0,668911,0,76638,0,1102,0,1287,0,2059484,0,28.27,93.46,2007
NM,health,510,0,1328098,0,71,0,63284,0,5464,0,542,0,581,0,1391382,0,58.13,95.53,2007
NM,hospitals,878,0,3174893,0,376,0,510054,0,29114,0,1042,0,1254,0,3684947,0,87.52,99.07,2007
NM,solid waste management,1121,0,2641533,0,59,0,38124,0,4115,0,1145,0,1180,0,2679657,0,87.88,87.98,2007
NM,sewerage,524,0,1437005,0,25,0,17333,0,1698,0,530,0,549,0,1454338,0,57.96,92.56,2007
NM,parks and recreation,1775,0,4261320,0,868,0,694217,0,80074,0,2230,0,2643,0,4955537,0,50.04,79.99,2007
NM,housing and community development,460,0,1234934,0,86,0,64061,0,7043,0,499,0,546,0,1298995,0,67.37,67.16,2007
NM,natural resources,448,0,1202961,0,162,0,72173,0,5361,0,476,0,610,0,1275134,0,96.8,98.02,2007
NM,water transport and terminals,1202,0,3796988,0,61,0,46159,0,4231,0,1225,0,1263,0,3843147,0,47.21,88.57,2007
NM,electric power,258,0,1112730,0,2,0,3876,0,243,0,259,0,260,0,1116606,0,24.29,20.26,2007
NM,gas supply,142,0,400103,0,5,0,1879,0,192,0,143,0,147,0,401982,0,76.71,73.65,2007
