01000000000000   000     71626   197247349     24215    16856626   1632511     81001
01000000000000   023      3426     9623327       158      109950     19750      3538
01000000000000   029       434     1477947       116      188011     10972       496
01000000000000   025      2935     9453701       158      177510     18870      3042
01000000000000   062       766     2380584         0           0         0       766
01000000000000   162       616     1458057        37       18735      2306       629
01000000000000   005      4431    11517642        21       18757      2143      4443
01000000000000   044      3442     8677662        56       44499      4959      3470
01000000000000   087       447     1218842         1        1500        20       447
01000000000000   079      3774     9981840        36       49323      3666      3794
01000000000000   032      4965    12832776       526      481165     65715      5337
01000000000000   040     10690    23330676      1233     1745985    101768     11265
01000000000000   022      1375     3414136        40       22142      3314      1394
01000000000000   061       403      855571       404      339191     28715       565
01000000000000   059      2146     6427496       440      288146     36471      2354
01000000000000   018      9581    40939633      6502     5870120    376539     11759
01000000000000   016     16323    37013664     13188     6575540    868074     21325
01000000000000   021      3244     9689651       690      429885     29311      3411
01000000000000   090       633     1252258         7        6567       846       638
01000000000000   089      1995     5701886       602      489600     59072      2328
02000000000000   000     20861    80029142      5150     4595354    308984     22647
02000000000000   023       965     3730520        28       38959      2153       978
02000000000000   029       516     1855350        60       66107      4462       543
02000000000000   025      1170     4901340        76      113808      5437      1203
02000000000000   062       248     1415977         0           0         0       248
02000000000000   162       172      517032        80       22743      1927       184
02000000000000   005      1279     5072600         2        3168       172      1280
02000000000000   044      2728    11108295        28       31805      2785      2745
02000000000000   079      1878     6181611       158      181306     18796      1991
02000000000000   032       628     2376629        41       57573      3058       646
02000000000000   040       226      805746        10       15852      1071       232
02000000000000   022       373     1289040         5        8295       444       376
02000000000000   061        77      273757         0           0         0        77
02000000000000   059      1959     7604059        94      111334      8109      2006
02000000000000   012      1805     7072034       527      446895     31646      1995
02000000000000   112       953     2421779       499      432845     30036      1136
02000000000000   212       284      963777        71       73210      4579       312
02000000000000   312       247      701853       164      174750     11485       316
02000000000000   412        85      167877       121      119580      8103       135
02000000000000   512         1        2655        16       11064      1099         8
02000000000000   612        22       34607         2         827        67        22
02000000000000   712         0           0        34        4683       668         3
02000000000000   812       314      551010        91       48731      4035       340
02000000000000   018       901     4968112      1442     1446690     46441      1163
02000000000000   016      2172     7293199      1993     1513572    145579      2994
02000000000000   021       472     1697735        55       41528      2982       490
02000000000000   089      2339     9444327        52       62874      3886      2360
03000000000000   000     54185   161367673     23187    18643803   1529275     62823
03000000000000   023      3453     8973916        26       37633      2026      3465
03000000000000   029       547     1499826       116      169096      7795       591
03000000000000   025      1253     5070322       110      195569     10344      1312
03000000000000   062       990     3922517         0           0         0       990
03000000000000   162       810     2540348        12        5400       299       812
03000000000000   005      8799    23474299        94      170119      9883      8855
03000000000000   044      3034     8570897         0           0         0      3034
03000000000000   079      5827    13374335       154      123348     11416      5892
03000000000000   032      2121     5325777        37       51374      3994      2143
03000000000000   040       648     1457647        38       52594      3436       667
03000000000000   022      1875     4351635       186      196293     16357      1967
03000000000000   061       311      715317       160      121396      9943       367
03000000000000   059      2090     6013070       732      615822     58037      2418
03000000000000   092         8       28000         5         480        75         8
03000000000000   018      4913    26397176      5928     7306190    448935      7449
03000000000000   016     11281    33570042     15069     8855189    898377     16356
03000000000000   021      2640     6365267       403      621266     39262      2861
03000000000000   089      3585     9717282       117      122034      9096      3636
04000000000000   000     46229   122465367     13725    10196210    927547     51477
04000000000000   023      1765     4213046       124      109735     14686      1847
04000000000000   029       498     1478821        82      114133      7850       543
04000000000000   025       382     1951888         8       10380       820       386
