01000000000000   000     70063   199029594     24191    17723434   1686482     79631
01000000000000   023      2446     7437827       209      151502     24547      2585
01000000000000   029       547     1809326        88       96523      5900       581
01000000000000   025      2925     9899508       154      188910     21318      3046
01000000000000   062       745     2710510         0           0         0       745
01000000000000   162       595     1445303        22       10809      2221       608
01000000000000   005      4368    11474360         9        7797       848      4372
01000000000000   044      3772     8484801        62       49620      5491      3803
01000000000000   087       389     1151364         1        1500        20       389
01000000000000   079      3777    10078766        35       45534      3300      3795
01000000000000   032      4918    13039942       524      486189     65369      5287
01000000000000   040     10600    24739099      1228     1764239    101547     11173
01000000000000   022      1359     3460825        43       25443      3793      1380
01000000000000   061       398      843049       440      355817     27370       553
01000000000000   059      2033     6013921       499      409393     43195      2278
01000000000000   018      8897    41197142      6573     6475387    426713     11322
01000000000000   016     16226    37163530     13071     6770773    867837     21156
01000000000000   021      3387    10855596       700      433041     32211      3570
01000000000000   090       633     1271042         7        6666       846       638
01000000000000   089      2048     5953683       526      444291     53956      2350
02000000000000   000     21139    81222233      5249     4342141    300332     22885
02000000000000   023       941     3601635        28       46398      2397       956
02000000000000   029       510     1795382        42       60710      3927       534
02000000000000   025      1166     4834087        83      113501      5498      1199
02000000000000   062       310     1625429         0           0         0       310
02000000000000   162       114      380850        83       32424      2679       130
02000000000000   005      1583     6273760        20       23587      2234      1597
02000000000000   044      2714    11183105        27       34263      2546      2729
02000000000000   079      1599     5066257       155      186933     20784      1724
02000000000000   032       623     2367023        41       50211      2997       642
02000000000000   040       227      802893         7       17375      1172       234
02000000000000   022       424     1422492        14       24524      1186       431
02000000000000   061        84      298620         0           0         0        84
02000000000000   059      1966     7477694        67       57771      4501      1992
02000000000000   012      1966     7532647       571      445391     32148      2162
02000000000000   112       687     2016307       546      440399     31417       877
02000000000000   212       298     1023157        69       63675      4346       324
02000000000000   312       254      719036       203      180657     12699       330
02000000000000   412        96      193492       149      122335      8384       148
02000000000000   512         1        2695        16       11334      1099         8
02000000000000   612        22       33212         1         761        63        22
02000000000000   712         0           0        17        2771       461         2
02000000000000   812        16       44715        91       58866      4365        43
02000000000000   018       978     5481908      1442     1468389     46439      1240
02000000000000   016      2374     7574672      2021     1231911    133298      3127
02000000000000   021       355     1298299        46       33619      2458       370
02000000000000   089      2518    10189173        56       74735      4651      2547
03000000000000   000     55752   170321852     23212    18994107   1608241     64846
03000000000000   023      3338     9005149        39       59591      2876      3355
03000000000000   029       550     1671757       114      167906      7704       594
03000000000000   025      1291     5242969        96      179599      9553      1346
03000000000000   062      1066     4138933         0           0         0      1066
03000000000000   162       835     2578061         1        1140        89       836
03000000000000   005      9524    25639120       107      179555     10178      9582
03000000000000   044      3034     8829952         0           0         0      3034
03000000000000   079      5588    13739263        81      114163      8240      5635
03000000000000   032      2224     5955559        39       72011      4567      2250
03000000000000   040       673     1974352        55      108415      6489       710
03000000000000   022      2075     4696738        11       15806      1373      2083
03000000000000   061       388      795874       101       67294      8194       435
03000000000000   059      2061     6303758       684      612862     53125      2359
03000000000000   092         7       29096         5         420        30         7
03000000000000   018      4975    27660509      5995     7289150    457087      7558
03000000000000   016     11678    35554444     15388     9318316    988047     17262
03000000000000   021      2771     6315515       338      632905     38351      2988
03000000000000   089      3674    10190803       158      174974     12338      3746
04000000000000   000     44500   126480151     12167    10138653    757951     48791
04000000000000   023      1786     4448814       130      107984     16157      1878
04000000000000   029       467     1492536        66      102281      7175       508
04000000000000   025       405     2069641        13       20621      1151       412
04000000000000   062       590     1842805         0           0         0       590
04000000000000   162       560     1319407         1        1142        89       561
04000000000000   005      3752     7935393        19       18560      2400      3766
04000000000000   044      3377     9422374        36       22415      3210      3395
04000000000000   079      2159     5368719         0           0         0      2159
04000000000000   032      4700    11521196       100       83078      7751      4743
04000000000000   040      3903    10022217       159      218499      8864      3953
04000000000000   022       868     2615066       198      199840     23110       999
04000000000000   061       595     1272260       249      140693     22988       725
04000000000000   059      2138     5812619       306      249017     41577      2373
04000000000000   018      5073    25475834      3713     4369502    175782      6065
04000000000000   016      9240    22475795      6307     3984015    394957     11477
04000000000000   021      2754     7371096       735      467751     40004      2982
04000000000000   089      2133     6014379       135      153255     12736      2205
05000000000000   000    302913  1348347111    141156   162842450   9274908    355327
05000000000000   023     19600    72330023      4242     5899307    466222     22234
05000000000000   029      3578    15553647       393      794723     40225      3821
05000000000000   025      3392    18397327       450      850570     39595      3615
05000000000000   062      7255    40370003       523      629324     15614      7343
05000000000000   162      5072    17335339      1039      980293     75834      5500
05000000000000   005     45244   192742628      2840     6632139    361066     47283
05000000000000   044     20392    91318029      1142     2730780    110708     21018
05000000000000   087        72      289567        12       10349       641        76
05000000000000   079      3508    13694027       559      652947     31778      3688
05000000000000   032     10557    45805531      1505     2817528    131760     11301
05000000000000   040     27345   118410254      6596    12438265    602771     30750
05000000000000   022     15264    59018285      2846     6065016    355346     17272
05000000000000   081       369     1698604        64      185655      7905       414
05000000000000   061      2044     7618366      1598     2265102    185062      3089
05000000000000   059     11550    50194032      3705     4246911    445052     14063
05000000000000   018     19777   133420569     26538    39658910   1570516     28649
05000000000000   016     69927   285229004     82572    67249680   4442342     95024
05000000000000   021      4378    17311641       679     1106260     63304      4737
05000000000000   089     33589   167610235      3853     7628691    329167     35450
06000000000000   000     45921   173546791     35615    68785093   3505938     65726
06000000000000   023      1990     7433085       167      258166     13317      2064
06000000000000   029       445     1410511       118      278619     19132       553
06000000000000   025      2968    11143417       805     1572309     81451      3428
06000000000000   062       706     3363033         1         782        80       706
06000000000000   162       438     1719381         0           0         0       438
06000000000000   005      6043    20142827        80      178926      9738      6097
