state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
NH,corrections,1330,4503050,64,90019,6507,1369,4593069,2004
NH,highways,1723,5668641,271,284313,24965,1873,5952954,2004
NH,air transportation,0,0,0,0,0,0,0,2004
NH,water transport and terminals,3,10233,4,4202,328,5,14435,2004
NH,public welfare,1367,3997753,87,119102,5831,1402,4116855,2004
NH,health,818,2939046,78,96823,6424,857,3035869,2004
NH,hospitals,765,2339968,66,118274,1758,776,2458242,2004
NH,social insurance administration,347,996703,55,65320,4505,374,1062023,2004
NH,solid waste management,0,0,0,0,0,0,0,2004
NH,sewerage,0,0,0,0,0,0,0,2004
NH,parks and recreation,79,219655,232,152288,18764,192,371943,2004
NH,housing and community development,0,0,0,0,0,0,0,2004
NH,natural resources,528,1699207,115,112254,8081,576,1811461,2004
NH,water transport and terminals,0,0,0,0,0,0,0,2004
NH,electric power,0,0,0,0,0,0,0,2004
NH,gas supply,0,0,0,0,0,0,0,2004
NH,transit,0,0,0,0,0,0,0,2004
NH,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
NH,education - elementary and secondary other,0,0,0,0,0,0,0,2004
NH,education - higher education instructional,1469,7052116,1882,2857623,125479,2225,9909739,2004
NH,education - higher education other,2683,9758548,5305,3894696,370806,4916,13653244,2004
NH,education - other,315,1044098,22,23015,2154,327,1067113,2004
NH,libraries,0,0,0,0,0,0,0,2004
NH,liquor stores,294,880539,396,256352,32440,489,1136891,2004
NH,other and unallocable,1899,6314699,306,245330,22965,2038,6560029,2004
NJ,total,137773,642686898,32956,32671853,1896279,149374,675358751,2004
NJ,financial administration,5811,22847492,516,793803,61607,6161,23641295,2004
NJ,other government administration,1409,6682202,56,71901,4606,1435,6754103,2004
NJ,judicial and legal,14336,66466625,185,268403,15261,14422,66735028,2004
NJ,police protection - officers,1307,4739395,59,96690,5486,1338,4836085,2004
NJ,police protection - other,2773,18920160,0,0,0,2773,18920160,2004
NJ,corrections,10074,46375234,18,31837,1333,10082,46407071,2004
NJ,highways,6785,30287404,887,1044931,86089,7274,31332335,2004
NJ,air transportation,0,0,0,0,0,0,0,2004
NJ,water transport and terminals,119,518228,6,7219,562,122,525447,2004
NJ,public welfare,6553,27007249,160,246549,12998,6627,27253798,2004
NJ,health,3229,15709883,74,119056,4795,3256,15828939,2004
NJ,hospitals,16264,59268871,2053,2381314,160800,17186,61650185,2004
NJ,social insurance administration,1968,7373364,166,236615,15761,2058,7609979,2004
NJ,solid waste management,634,3375639,1,299,29,634,3375938,2004
NJ,sewerage,0,0,0,0,0,0,0,2004
NJ,parks and recreation,1711,7349763,1042,1073684,78166,2155,8423447,2004
NJ,housing and community development,0,0,0,0,0,0,0,2004
NJ,natural resources,2462,11003232,595,714589,33314,2661,11717821,2004
NJ,water transport and terminals,120,482893,2,3383,151,121,486276,2004
NJ,electric power,0,0,0,0,0,0,0,2004
NJ,gas supply,0,0,0,0,0,0,0,2004
NJ,transit,10014,46272719,827,1274178,83933,10491,47546897,2004
NJ,education - elementary and secondary instructional,12044,71895678,1463,2187071,119524,12868,74082749,2004
NJ,education - elementary and secondary other,5368,16849042,1907,1487027,120223,6197,18336069,2004
NJ,education - higher education instructional,6985,55416673,6793,9086226,292772,8802,64502899,2004
NJ,education - higher education other,18105,78266742,15277,10617421,721696,22570,88884163,2004
NJ,education - other,2943,13535942,586,628482,55762,3259,14164424,2004
NJ,libraries,0,0,0,0,0,0,0,2004
NJ,liquor stores,0,0,0,0,0,0,0,2004
NJ,other and unallocable,6759,32042468,283,301175,21411,6882,32343643,2004
NM,total,42059,126635948,17764,20121246,1271609,49286,146757194,2004
NM,financial administration,1696,5703961,150,232479,25036,1839,5936440,2004
NM,other government administration,224,951977,15,18767,1366,232,970744,2004
NM,judicial and legal,2611,9096102,117,185378,12694,2685,9281480,2004
NM,police protection - officers,462,1756405,0,0,0,462,1756405,2004
NM,police protection - other,171,653694,0,0,0,171,653694,2004
NM,corrections,4061,12452930,53,109221,7866,4106,12562151,2004
NM,highways,2301,6664446,0,0,0,2301,6664446,2004
NM,air transportation,7,27936,0,0,0,7,27936,2004
NM,water transport and terminals,0,0,0,0,0,0,0,2004
NM,public welfare,1464,4098504,106,211433,17245,1562,4309937,2004
NM,health,2159,6222177,123,257887,18325,2263,6480064,2004
NM,hospitals,8013,24016376,2721,7281529,336071,9922,31297905,2004
NM,social insurance administration,545,1461477,7,12357,935,550,1473834,2004
NM,solid waste management,0,0,0,0,0,0,0,2004
NM,sewerage,0,0,0,0,0,0,0,2004
NM,parks and recreation,671,1854944,77,148573,10696,732,2003517,2004
NM,housing and community development,0,0,0,0,0,0,0,2004
NM,natural resources,1721,5585513,103,112272,10976,1784,5697785,2004
NM,water transport and terminals,0,0,0,0,0,0,0,2004
NM,electric power,0,0,0,0,0,0,0,2004
NM,gas supply,0,0,0,0,0,0,0,2004
NM,transit,0,0,0,0,0,0,0,2004
NM,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
NM,education - elementary and secondary other,0,0,0,0,0,0,0,2004
NM,education - higher education instructional,3576,10585216,3921,4647162,214096,4792,15232378,2004
NM,education - higher education other,9466,26305567,10225,6633057,598337,12865,32938624,2004
NM,education - other,1038,3346688,86,143518,9389,1091,3490206,2004
NM,libraries,0,0,0,0,0,0,0,2004
NM,liquor stores,0,0,0,0,0,0,0,2004
NM,other and unallocable,1873,5852035,60,127613,8577,1922,5979648,2004
NY,total,227834,1024532445,46026,56026591,3130286,246385,1080559036,2004
NY,financial administration,12825,49270667,194,361775,15608,12915,49632442,2004
NY,other government administration,4521,17475953,570,847836,61201,4870,18323789,2004
NY,judicial and legal,21942,109619108,830,2215528,102010,22521,111834636,2004
NY,police protection - officers,4623,28812405,0,0,0,4623,28812405,2004
NY,police protection - other,1592,5664477,157,157280,14805,1676,5821757,2004
NY,corrections,33046,151015100,408,1008698,43201,33292,152023798,2004
NY,highways,11861,44825895,1031,1194737,87714,12360,46020632,2004
NY,air transportation,143,523866,16,27571,1680,153,551437,2004
NY,water transport and terminals,653,3094674,20,41948,1992,665,3136622,2004
NY,public welfare,5978,25030170,574,1282336,74761,6404,26312506,2004
NY,health,8985,42333923,420,1176010,48775,9263,43509933,2004
NY,hospitals,38798,156452754,5207,11993115,562822,41999,168445869,2004
NY,social insurance administration,7943,32213748,118,289385,16692,8039,32503133,2004
NY,solid waste management,0,0,0,0,0,0,0,2004
NY,sewerage,0,0,0,0,0,0,0,2004
NY,parks and recreation,1652,6600669,2798,3712012,293541,3320,10312681,2004
NY,housing and community development,0,0,0,0,0,0,0,2004
NY,natural resources,3552,14613871,65,139904,7664,3594,14753775,2004
NY,water transport and terminals,0,0,0,0,0,0,0,2004
NY,electric power,1743,11725138,20,55538,2024,1754,11780676,2004
NY,gas supply,0,0,0,0,0,0,0,2004
NY,transit,15191,84875260,364,610537,48548,15467,85485797,2004
NY,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
NY,education - elementary and secondary other,0,0,0,0,0,0,0,2004
NY,education - higher education instructional,13033,79449438,13921,14712200,733350,17542,94161638,2004
NY,education - higher education other,23709,91718739,18581,14565031,944158,29484,106283770,2004
NY,education - other,4522,18575535,257,508992,26679,4673,19084527,2004
NY,libraries,0,0,0,0,0,0,0,2004
NY,liquor stores,0,0,0,0,0,0,0,2004
NY,other and unallocable,11522,50641055,475,1126158,43061,11771,51767213,2004
NC,total,118867,392986534,37275,37244220,2330618,132110,430230754,2004
NC,financial administration,4008,11123892,18,37641,1812,4018,11161533,2004
NC,other government administration,704,2862726,409,672832,43636,952,3535558,2004
NC,judicial and legal,5870,21975541,199,215191,8946,5920,22190732,2004
NC,police protection - officers,2230,8926346,0,0,0,2230,8926346,2004
NC,police protection - other,1081,3224107,15,29348,1340,1089,3253455,2004
NC,corrections,18993,49157534,496,1004630,52408,19291,50162164,2004
NC,highways,11401,24136638,0,0,0,11401,24136638,2004
NC,air transportation,0,0,0,0,0,0,0,2004
NC,water transport and terminals,290,1033883,1,1071,63,290,1034954,2004
NC,public welfare,1845,6108932,12,24576,1126,1851,6133508,2004
NC,health,3995,13766621,141,246945,14956,4080,14013566,2004
NC,hospitals,15993,49405334,1371,1846295,95347,16534,51251629,2004
NC,social insurance administration,2424,7734718,328,518293,37384,2637,8253011,2004
NC,solid waste management,225,843975,5,12805,680,229,856780,2004
NC,sewerage,0,0,0,0,0,0,0,2004
NC,parks and recreation,877,2136159,183,154902,16658,972,2291061,2004
NC,housing and community development,0,0,0,0,0,0,0,2004
NC,natural resources,3615,10795894,750,987148,52224,3911,11783042,2004
NC,water transport and terminals,0,0,0,0,0,0,0,2004
NC,electric power,0,0,0,0,0,0,0,2004
NC,gas supply,0,0,0,0,0,0,0,2004
NC,transit,0,0,0,0,0,0,0,2004
NC,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
NC,education - elementary and secondary other,0,0,0,0,0,0,0,2004
NC,education - higher education instructional,11717,70210767,11654,15461549,658750,15462,85672316,2004
NC,education - higher education other,26670,86034298,21502,15795296,1333957,34251,101829594,2004
NC,education - other,2673,8596335,120,164107,6603,2711,8760442,2004
NC,libraries,0,0,0,0,0,0,0,2004
NC,liquor stores,0,0,0,0,0,0,0,2004
NC,other and unallocable,4256,14912834,71,71591,4728,4281,14984425,2004
ND,total,14163,44594781,8759,7320931,632113,17754,51915712,2004
ND,financial administration,634,1819020,49,62917,3873,656,1881937,2004
ND,other government administration,183,501905,135,59126,2348,197,561031,2004
ND,judicial and legal,498,1751355,65,61422,3498,519,1812777,2004
ND,police protection - officers,125,418379,0,0,0,125,418379,2004
ND,police protection - other,76,195844,7,9049,508,79,204893,2004
ND,corrections,607,1505776,81,136143,8577,656,1641919,2004
ND,highways,991,2997380,3,4661,323,993,3002041,2004
ND,air transportation,0,0,0,0,0,0,0,2004
ND,water transport and terminals,0,0,0,0,0,0,0,2004
ND,public welfare,402,1086984,98,127557,11670,469,1214541,2004
ND,health,1227,3442266,123,118794,7782,1271,3561060,2004
ND,hospitals,812,1719889,296,176500,30246,984,1896389,2004
ND,social insurance administration,354,1017394,38,50089,3842,376,1067483,2004
ND,solid waste management,0,0,0,0,0,0,0,2004
ND,sewerage,0,0,0,0,0,0,0,2004
ND,parks and recreation,120,271011,22,28182,2049,131,299193,2004
ND,housing and community development,0,0,0,0,0,0,0,2004
ND,natural resources,1050,3626194,622,559186,103512,1639,4185380,2004
ND,water transport and terminals,0,0,0,0,0,0,0,2004
ND,electric power,0,0,0,0,0,0,0,2004
ND,gas supply,0,0,0,0,0,0,0,2004
ND,transit,0,0,0,0,0,0,0,2004
ND,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
ND,education - elementary and secondary other,0,0,0,0,0,0,0,2004
ND,education - higher education instructional,1940,9693522,2164,3071545,199899,3075,12765067,2004
ND,education - higher education other,3631,9468000,4840,2679870,239250,4989,12147870,2004
ND,education - other,263,806261,41,46270,2938,280,852531,2004
ND,libraries,0,0,0,0,0,0,0,2004
ND,liquor stores,0,0,0,0,0,0,0,2004
ND,other and unallocable,1250,4273601,175,129620,11798,1315,4403221,2004
OH,total,111052,432011644,66144,63355128,4396460,136041,495366772,2004
OH,financial administration,8004,34928537,457,720880,47507,8274,35649417,2004
OH,other government administration,787,3076351,130,100218,8586,837,3176569,2004
OH,judicial and legal,2418,11069265,455,1084824,55338,2732,12154089,2004
OH,police protection - officers,1436,7728273,0,0,0,1436,7728273,2004
OH,police protection - other,1214,4345363,15,31257,2216,1227,4376620,2004
OH,corrections,16037,62529555,59,150410,7786,16082,62679965,2004
OH,highways,6893,27900602,524,628212,43848,7142,28528814,2004
OH,air transportation,0,0,0,0,0,0,0,2004
OH,water transport and terminals,0,0,0,0,0,0,0,2004
OH,public welfare,2672,12713045,235,300823,24853,2813,13013868,2004
OH,health,3540,16531995,293,395980,26632,3691,16927975,2004
OH,hospitals,9261,27586174,3130,7057477,382821,11436,34643651,2004
OH,social insurance administration,2166,7926765,522,503755,33991,2359,8430520,2004
OH,solid waste management,0,0,0,0,0,0,0,2004
OH,sewerage,0,0,0,0,0,0,0,2004
OH,parks and recreation,512,1872105,176,273847,19441,622,2145952,2004
OH,housing and community development,0,0,0,0,0,0,0,2004
OH,natural resources,2995,10617879,803,1235434,81187,3457,11853313,2004
OH,water transport and terminals,0,0,0,0,0,0,0,2004
OH,electric power,0,0,0,0,0,0,0,2004
OH,gas supply,0,0,0,0,0,0,0,2004
OH,transit,0,0,0,0,0,0,0,2004
OH,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
OH,education - elementary and secondary other,0,0,0,0,0,0,0,2004
OH,education - higher education instructional,14837,85172778,21146,25907794,1178572,21537,111080572,2004
OH,education - higher education other,31405,87705017,37628,24093508,2437877,45260,111798525,2004
OH,education - other,2393,10334425,248,452610,21884,2518,10787035,2004
OH,libraries,0,0,0,0,0,0,0,2004
OH,liquor stores,0,0,0,0,0,0,0,2004
OH,other and unallocable,4482,19973515,323,418099,23921,4618,20391614,2004
OK,total,56326,175769563,23988,17927860,1366786,64094,193697423,2004
OK,financial administration,1633,5116078,72,86539,5649,1665,5202617,2004
OK,other government administration,773,2606352,150,229539,17163,869,2835891,2004
OK,judicial and legal,2453,9044126,208,340426,19682,2565,9384552,2004
OK,police protection - officers,1010,3688682,0,0,0,1010,3688682,2004
OK,police protection - other,853,2175760,30,23135,2337,866,2198895,2004
OK,corrections,5414,15235528,263,292986,16840,5509,15528514,2004
OK,highways,2849,7944535,105,109813,7021,2889,8054348,2004
OK,air transportation,10,41038,0,0,0,10,41038,2004
OK,water transport and terminals,0,0,0,0,0,0,0,2004
OK,public welfare,5582,13931138,197,177732,16287,5674,14108870,2004
OK,health,5608,16739600,246,418826,22894,5738,17158426,2004
OK,hospitals,2394,6285349,71,111092,7134,2434,6396441,2004
OK,social insurance administration,1281,3820322,174,172477,14826,1365,3992799,2004
OK,solid waste management,74,219611,8,3164,449,77,222775,2004
OK,sewerage,0,0,0,0,0,0,0,2004
OK,parks and recreation,728,1790839,278,190448,22496,855,1981287,2004
OK,housing and community development,0,0,0,0,0,0,0,2004
OK,natural resources,1705,4832656,860,623579,48358,1980,5456235,2004
OK,water transport and terminals,0,0,0,0,0,0,0,2004
OK,electric power,494,2262426,0,0,0,494,2262426,2004
OK,gas supply,0,0,0,0,0,0,0,2004
OK,transit,0,0,0,0,0,0,0,2004
OK,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
OK,education - elementary and secondary other,0,0,0,0,0,0,0,2004
OK,education - higher education instructional,5793,29090600,5840,7297036,348651,7776,36387636,2004
OK,education - higher education other,13709,38734142,15192,7500707,794852,18231,46234849,2004
OK,education - other,1827,5450522,95,116893,7365,1869,5567415,2004
OK,libraries,0,0,0,0,0,0,0,2004
OK,liquor stores,0,0,0,0,0,0,0,2004
OK,other and unallocable,2136,6760259,199,233468,14782,2218,6993727,2004
OR,total,49640,181872527,25065,26511410,1370690,57423,208383937,2004
OR,financial administration,4091,13406765,512,763491,56431,4412,14170256,2004
OR,other government administration,871,3255930,221,369030,21371,991,3624960,2004
OR,judicial and legal,2784,9870621,463,553350,32540,2969,10423971,2004
OR,police protection - officers,649,2941808,49,68398,3800,671,3010206,2004
OR,police protection - other,473,1575312,163,129643,6269,508,1704955,2004
OR,corrections,4610,16160428,182,404957,20284,4725,16565385,2004
OR,highways,3336,12802757,46,112456,7385,3378,12915213,2004
OR,air transportation,16,64000,0,0,0,16,64000,2004
OR,water transport and terminals,0,0,0,0,0,0,0,2004
OR,public welfare,5358,17802647,321,795624,25941,5505,18598271,2004
OR,health,2450,8471429,274,509281,24742,2590,8980710,2004
OR,hospitals,4000,13325414,2790,4795443,141532,4804,18120857,2004
OR,social insurance administration,2052,8518968,297,519921,36794,2261,9038889,2004
OR,solid waste management,0,0,0,0,0,0,0,2004
OR,sewerage,0,0,0,0,0,0,0,2004
OR,parks and recreation,383,1231515,29,46275,3468,403,1277790,2004
OR,housing and community development,0,0,0,0,0,0,0,2004
OR,natural resources,2519,8338821,518,978969,62808,2875,9317790,2004
OR,water transport and terminals,0,0,0,0,0,0,0,2004
OR,electric power,0,0,0,0,0,0,0,2004
OR,gas supply,0,0,0,0,0,0,0,2004
OR,transit,0,0,0,0,0,0,0,2004
OR,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
OR,education - elementary and secondary other,0,0,0,0,0,0,0,2004
OR,education - higher education instructional,7138,32536955,7498,9548106,417966,9512,42085061,2004
OR,education - higher education other,6345,22193057,11386,6419320,481251,9080,28612377,2004
OR,education - other,886,3274976,128,233978,11694,952,3508954,2004
OR,libraries,0,0,0,0,0,0,0,2004
OR,liquor stores,163,488551,26,44564,3012,180,533115,2004
OR,other and unallocable,1516,5612573,162,218604,13402,1591,5831177,2004
PA,total,139421,541970428,53037,66222101,3688043,161089,608192529,2004
PA,financial administration,6678,25083243,561,871487,56913,7022,25954730,2004
PA,other government administration,3180,10678098,1074,2501642,113274,3851,13179740,2004
PA,judicial and legal,3001,14513655,30,57936,3863,3024,14571591,2004
PA,police protection - officers,4690,21880384,0,0,0,4690,21880384,2004
PA,police protection - other,1225,5723113,62,153202,7043,1265,5876315,2004
PA,corrections,16919,60965734,449,804320,66420,17319,61770054,2004
PA,highways,13203,42848071,706,1468184,88963,13730,44316255,2004
PA,air transportation,45,178676,0,0,0,45,178676,2004
PA,water transport and terminals,157,624284,0,0,0,157,624284,2004
PA,public welfare,12494,44205058,305,849299,36568,12714,45054357,2004
PA,health,1654,6745569,43,125089,4141,1679,6870658,2004
PA,hospitals,12215,36010839,1011,1681554,67910,12619,37692393,2004
PA,social insurance administration,3827,15030213,660,1535455,100686,4434,16565668,2004
PA,solid waste management,0,0,0,0,0,0,0,2004
PA,sewerage,0,0,0,0,0,0,0,2004
PA,parks and recreation,848,2830282,732,1567700,112990,1529,4397982,2004
PA,housing and community development,0,0,0,0,0,0,0,2004
PA,natural resources,6031,24534127,1406,3041691,110471,6685,27575818,2004
PA,water transport and terminals,0,0,0,0,0,0,0,2004
PA,electric power,0,0,0,0,0,0,0,2004
PA,gas supply,0,0,0,0,0,0,0,2004
PA,transit,0,0,0,0,0,0,0,2004
PA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
PA,education - elementary and secondary other,0,0,0,0,0,0,0,2004
PA,education - higher education instructional,13030,90332538,10760,26902562,915442,18309,117235100,2004
PA,education - higher education other,28274,96163643,33739,23421479,1904148,39470,119585122,2004
PA,education - other,3755,14172808,72,185114,6918,3797,14357922,2004
PA,libraries,0,0,0,0,0,0,0,2004
PA,liquor stores,2695,8120762,1042,424738,43381,2956,8545500,2004
PA,other and unallocable,5500,21329331,385,630649,48912,5794,21959980,2004
RI,total,18087,76193628,6420,5586088,342452,20158,81779716,2004
RI,financial administration,937,3744292,8,14176,844,943,3758468,2004
RI,other government administration,660,2388633,264,118979,3903,685,2507612,2004
RI,judicial and legal,1137,5099750,31,86212,2642,1153,5185962,2004
RI,police protection - officers,201,1364347,0,0,0,201,1364347,2004
RI,police protection - other,80,335755,3,1561,45,80,337316,2004
RI,corrections,1715,7941303,5,8325,215,1716,7949628,2004
RI,highways,839,3573584,12,28166,1145,846,3601750,2004
RI,air transportation,188,744046,2,4988,224,189,749034,2004
RI,water transport and terminals,0,0,0,0,0,0,0,2004
RI,public welfare,1446,6777450,40,130970,4225,1474,6908420,2004
RI,health,1317,5679896,57,51622,1514,1326,5731518,2004
RI,hospitals,1221,5096217,8,30354,806,1226,5126571,2004
RI,social insurance administration,498,2020339,14,17468,598,502,2037807,2004
RI,solid waste management,126,626048,1,886,89,127,626934,2004
RI,sewerage,244,971284,0,0,0,244,971284,2004
RI,parks and recreation,69,213279,0,0,0,69,213279,2004
RI,housing and community development,0,0,0,0,0,0,0,2004
RI,natural resources,480,2077315,38,67851,3399,500,2145166,2004
RI,water transport and terminals,0,0,0,0,0,0,0,2004
RI,electric power,0,0,0,0,0,0,0,2004
RI,gas supply,0,0,0,0,0,0,0,2004
RI,transit,848,2721359,50,95445,6967,888,2816804,2004
RI,education - elementary and secondary instructional,427,1942124,73,91009,6602,470,2033133,2004
RI,education - elementary and secondary other,87,245676,81,84591,8717,143,330267,2004
RI,education - higher education instructional,1742,8198820,2558,3015248,139505,2598,11214068,2004
RI,education - higher education other,2168,7261210,3032,1468734,146744,3030,8729944,2004
RI,education - other,540,2447394,84,197743,10426,608,2645137,2004
RI,libraries,0,0,0,0,0,0,0,2004
RI,liquor stores,0,0,0,0,0,0,0,2004
RI,other and unallocable,1117,4723507,59,71760,3842,1140,4795267,2004
SC,total,68209,210177032,20172,16733080,1237656,75603,226910112,2004
SC,financial administration,2015,6881548,55,86202,3040,2033,6967750,2004
SC,other government administration,458,1611326,493,499351,35658,673,2110677,2004
SC,judicial and legal,670,2801242,6,8714,488,673,2809956,2004
SC,police protection - officers,1277,4201344,0,0,0,1277,4201344,2004
SC,police protection - other,1673,3881812,9,15904,516,1676,3897716,2004
SC,corrections,7568,18214388,6,9858,354,7570,18224246,2004
SC,highways,4824,12699592,7,12120,390,4826,12711712,2004
SC,air transportation,0,0,0,0,0,0,0,2004
SC,water transport and terminals,572,2563267,4,8148,611,575,2571415,2004
SC,public welfare,4364,10999534,13,22370,678,4367,11021904,2004
SC,health,6791,19183016,156,361803,9078,6844,19544819,2004
SC,hospitals,7875,16486153,220,467593,27215,8031,16953746,2004
SC,social insurance administration,1271,3700410,2,5360,56,1271,3705770,2004
SC,solid waste management,0,0,0,0,0,0,0,2004
SC,sewerage,0,0,0,0,0,0,0,2004
SC,parks and recreation,563,1393630,8,4518,491,565,1398148,2004
SC,housing and community development,0,0,0,0,0,0,0,2004
SC,natural resources,1827,5602680,214,230562,21170,1954,5833242,2004
SC,water transport and terminals,10,44825,0,0,0,10,44825,2004
SC,electric power,1736,8343612,23,70210,2927,1753,8413822,2004
SC,gas supply,0,0,0,0,0,0,0,2004
SC,transit,0,0,0,0,0,0,0,2004
SC,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
SC,education - elementary and secondary other,0,0,0,0,0,0,0,2004
SC,education - higher education instructional,8369,44538259,8566,9059300,518985,11489,53597559,2004
SC,education - higher education other,12419,34723252,10367,5839477,614889,16084,40562729,2004
SC,education - other,2705,8329528,13,15708,584,2708,8345236,2004
SC,libraries,0,0,0,0,0,0,0,2004
SC,liquor stores,0,0,0,0,0,0,0,2004
SC,other and unallocable,1222,3977614,10,15882,526,1224,3993496,2004
SD,total,10991,35282687,5242,4767670,389083,13201,40050357,2004
SD,financial administration,381,1200678,47,103838,5824,413,1304516,2004
SD,other government administration,278,900908,66,84642,5008,306,985550,2004
SD,judicial and legal,491,1718508,152,276480,14880,576,1994988,2004
SD,police protection - officers,171,644066,4,13122,694,175,657188,2004
SD,police protection - other,98,259708,2,1868,200,99,261576,2004
SD,corrections,706,1822938,120,201810,15100,792,2024748,2004
SD,highways,859,2489194,172,334832,20580,976,2824026,2004
SD,air transportation,0,0,0,0,0,0,0,2004
SD,water transport and terminals,0,0,0,0,0,0,0,2004
SD,public welfare,943,2543520,113,194464,14404,1024,2737984,2004
SD,health,508,1640680,179,421868,22450,636,2062548,2004
SD,hospitals,773,1919684,221,380336,27612,930,2300020,2004
SD,social insurance administration,264,635664,16,22898,1938,275,658562,2004
SD,solid waste management,0,0,0,0,0,0,0,2004
SD,sewerage,0,0,0,0,0,0,0,2004
SD,parks and recreation,111,297330,40,52546,3958,133,349876,2004
SD,housing and community development,0,0,0,0,0,0,0,2004
SD,natural resources,684,2123496,382,358830,29259,850,2482326,2004
SD,water transport and terminals,0,0,0,0,0,0,0,2004
SD,electric power,0,0,0,0,0,0,0,2004
SD,gas supply,0,0,0,0,0,0,0,2004
SD,transit,0,0,0,0,0,0,0,2004
SD,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
SD,education - elementary and secondary other,0,0,0,0,0,0,0,2004
SD,education - higher education instructional,1344,7699946,1085,1225464,90040,1856,8925410,2004
SD,education - higher education other,2274,6185359,2483,898173,123356,2975,7083532,2004
SD,education - other,371,1016830,53,59631,4484,397,1076461,2004
SD,libraries,0,0,0,0,0,0,0,2004
SD,liquor stores,0,0,0,0,0,0,0,2004
SD,other and unallocable,735,2184178,107,136868,9296,788,2321046,2004
TN,total,72330,224646682,25088,21349129,1619216,81905,245995811,2004
TN,financial administration,2717,9267197,40,53646,4185,2742,9320843,2004
TN,other government administration,822,2701444,28,27563,1406,831,2729007,2004
TN,judicial and legal,2014,8676176,10,9116,605,2018,8685292,2004
TN,police protection - officers,1097,3958738,0,0,0,1097,3958738,2004
TN,police protection - other,858,2283054,1,818,120,859,2283872,2004
TN,corrections,6929,18250184,54,84360,5007,6959,18334544,2004
TN,highways,4452,11353976,0,0,0,4452,11353976,2004
TN,air transportation,0,0,0,0,0,0,0,2004
TN,water transport and terminals,0,0,0,0,0,0,0,2004
TN,public welfare,5993,14862690,7,8158,634,5996,14870848,2004
TN,health,3394,10368275,151,113673,6244,3430,10481948,2004
TN,hospitals,7912,21421077,223,593795,32314,8097,22014872,2004
TN,social insurance administration,1417,3851626,184,251548,20768,1542,4103174,2004
TN,solid waste management,0,0,0,0,0,0,0,2004
TN,sewerage,0,0,0,0,0,0,0,2004
TN,parks and recreation,1029,1995776,92,59022,8954,1083,2054798,2004
TN,housing and community development,0,0,0,0,0,0,0,2004
TN,natural resources,3237,9757553,591,590774,61305,3596,10348327,2004
TN,water transport and terminals,0,0,0,0,0,0,0,2004
TN,electric power,0,0,0,0,0,0,0,2004
TN,gas supply,0,0,0,0,0,0,0,2004
TN,transit,0,0,0,0,0,0,0,2004
TN,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
TN,education - elementary and secondary other,0,0,0,0,0,0,0,2004
TN,education - higher education instructional,8195,42954028,9008,9597250,508348,11216,52551278,2004
TN,education - higher education other,17658,49305189,14447,9778244,957924,23311,59083433,2004
TN,education - other,1922,5810828,200,151384,9732,1982,5962212,2004
TN,libraries,0,0,0,0,0,0,0,2004
TN,liquor stores,0,0,0,0,0,0,0,2004
TN,other and unallocable,2684,7828871,52,29778,1670,2694,7858649,2004
TX,total,241123,837654558,72303,82066534,4760809,268172,919721092,2004
TX,financial administration,9070,30585228,180,239081,14442,9153,30824309,2004
TX,other government administration,2024,7212965,573,607916,40832,2255,7820881,2004
TX,judicial and legal,5212,21499686,197,1000767,18096,5316,22500453,2004
TX,police protection - officers,2176,8085346,0,0,0,2176,8085346,2004
TX,police protection - other,1860,5120627,23,21704,1840,1870,5142331,2004
TX,corrections,46597,112730066,603,672227,52013,46892,113402293,2004
TX,highways,14923,48158886,628,948361,29026,15087,49107247,2004
TX,air transportation,0,0,0,0,0,0,0,2004
TX,water transport and terminals,0,0,0,0,0,0,0,2004
TX,public welfare,18523,49829229,100,169724,10297,18581,49998953,2004
TX,health,12101,40331434,656,1383030,53415,12408,41714464,2004
TX,hospitals,29256,94736917,1861,3683210,205793,30426,98420127,2004
TX,social insurance administration,4571,14136296,55,85597,5452,4602,14221893,2004
TX,solid waste management,0,0,0,0,0,0,0,2004
TX,sewerage,0,0,0,0,0,0,0,2004
TX,parks and recreation,991,2372135,182,149229,18773,1098,2521364,2004
TX,housing and community development,0,0,0,0,0,0,0,2004
TX,natural resources,9951,34805155,3059,4540695,192490,11043,39345850,2004
TX,water transport and terminals,0,0,0,0,0,0,0,2004
TX,electric power,0,0,0,0,0,0,0,2004
TX,gas supply,0,0,0,0,0,0,0,2004
TX,transit,0,0,0,0,0,0,0,2004
TX,education - elementary and secondary instructional,13,43437,0,0,0,13,43437,2004
TX,education - elementary and secondary other,0,0,0,0,0,0,0,2004
TX,education - higher education instructional,20363,146051515,22925,35325973,1540464,29111,181377488,2004
