state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
AK,hospitals,248,1015434,19,34659,2825,264,1050093,2004
AK,social insurance administration,429,1573954,3,3256,205,430,1577210,2004
AK,solid waste management,0,0,0,0,0,0,0,2004
AK,sewerage,0,0,0,0,0,0,0,2004
AK,parks and recreation,74,274653,2,2685,145,75,277338,2004
AK,housing and community development,0,0,0,0,0,0,0,2004
AK,natural resources,2237,8964759,114,166139,10367,2297,9130898,2004
AK,water transport and terminals,0,0,0,0,0,0,0,2004
AK,electric power,0,0,0,0,0,0,0,2004
AK,gas supply,0,0,0,0,0,0,0,2004
AK,transit,0,0,0,0,0,0,0,2004
AK,education - elementary and secondary instructional,1866,7322003,582,477607,34439,2071,7799610,2004
AK,education - elementary and secondary other,887,2282085,756,597759,39791,1126,2879844,2004
AK,education - higher education instructional,915,5715634,1006,1123926,31812,1096,6839560,2004
AK,education - higher education other,2554,9773169,2582,2646272,199147,3686,12419441,2004
AK,education - other,418,1664687,23,16924,1146,425,1681611,2004
AK,libraries,0,0,0,0,0,0,0,2004
AK,liquor stores,0,0,0,0,0,0,0,2004
AK,other and unallocable,2726,12200005,58,72573,3840,2750,12272578,2004
AZ,total,55884,192573002,26473,23435900,1783896,66026,216008902,2004
AZ,financial administration,3659,11075016,37,64827,3616,3680,11139843,2004
AZ,other government administration,581,2028105,166,274230,15870,672,2302335,2004
AZ,judicial and legal,1243,5882088,96,200925,10128,1300,6083013,2004
AZ,police protection - officers,1122,4613338,0,0,0,1122,4613338,2004
AZ,police protection - other,891,3396959,1,1612,124,892,3398571,2004
AZ,corrections,9867,27923331,54,148320,4959,9895,28071651,2004
AZ,highways,2875,9157093,0,0,0,2875,9157093,2004
AZ,air transportation,0,0,0,0,0,0,0,2004
AZ,water transport and terminals,0,0,0,0,0,0,0,2004
AZ,public welfare,5285,13982524,101,159353,9983,5349,14141877,2004
AZ,health,2374,8331666,41,87229,4386,2399,8418895,2004
AZ,hospitals,722,2276103,48,99187,4497,748,2375290,2004
AZ,social insurance administration,1711,4211210,12,15972,1266,1718,4227182,2004
AZ,solid waste management,0,0,0,0,0,0,0,2004
AZ,sewerage,0,0,0,0,0,0,0,2004
AZ,parks and recreation,380,1030335,127,70292,9173,432,1100627,2004
AZ,housing and community development,0,0,0,0,0,0,0,2004
AZ,natural resources,2478,9482093,861,1081413,72158,2888,10563506,2004
AZ,water transport and terminals,0,0,0,0,0,0,0,2004
AZ,electric power,9,50832,0,0,0,9,50832,2004
AZ,gas supply,0,0,0,0,0,0,0,2004
AZ,transit,0,0,0,0,0,0,0,2004
AZ,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
AZ,education - elementary and secondary other,0,0,0,0,0,0,0,2004
AZ,education - higher education instructional,5140,29571158,7262,9179827,538298,8198,38750985,2004
AZ,education - higher education other,11655,42046326,17038,11320443,1062906,17694,53366769,2004
AZ,education - other,2666,7341850,470,561858,35717,2869,7903708,2004
AZ,libraries,0,0,0,0,0,0,0,2004
AZ,liquor stores,0,0,0,0,0,0,0,2004
AZ,other and unallocable,3226,10172975,159,170412,10815,3286,10343387,2004
AR,total,49281,154242924,14396,9818488,831186,54005,164061412,2004
AR,financial administration,1855,5272682,38,39511,4670,1881,5312193,2004
AR,other government administration,640,2289408,10,14530,970,647,2303938,2004
AR,judicial and legal,1245,3480928,115,311479,10623,1305,3792407,2004
AR,police protection - officers,512,1887069,0,0,0,512,1887069,2004
AR,police protection - other,543,1438432,4,3193,294,545,1441625,2004
AR,corrections,4476,10613759,0,0,0,4476,10613759,2004
AR,highways,3555,10649958,43,29818,743,3559,10679776,2004
AR,air transportation,0,0,0,0,0,0,0,2004
AR,water transport and terminals,0,0,0,0,0,0,0,2004
AR,public welfare,3639,9356700,153,207078,14041,3719,9563778,2004
AR,health,4516,12339160,202,268169,18755,4623,12607329,2004
AR,hospitals,4213,11712387,236,350523,19014,4321,12062910,2004
AR,social insurance administration,885,2809480,231,249198,24410,1023,3058678,2004
AR,solid waste management,0,0,0,0,0,0,0,2004
AR,sewerage,0,0,0,0,0,0,0,2004
AR,parks and recreation,621,1408487,242,147665,22636,750,1556152,2004
AR,housing and community development,0,0,0,0,0,0,0,2004
AR,natural resources,1759,4792713,413,263973,35228,1957,5056686,2004
AR,water transport and terminals,0,0,0,0,0,0,0,2004
AR,electric power,0,0,0,0,0,0,0,2004
AR,gas supply,0,0,0,0,0,0,0,2004
AR,transit,0,0,0,0,0,0,0,2004
AR,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
AR,education - elementary and secondary other,0,0,0,0,0,0,0,2004
AR,education - higher education instructional,6074,33918283,4304,4336032,254671,7524,38254315,2004
AR,education - higher education other,11081,31022086,8175,3332823,404543,13381,34354909,2004
AR,education - other,1316,3960488,44,47463,3064,1333,4007951,2004
AR,libraries,0,0,0,0,0,0,0,2004
AR,liquor stores,0,0,0,0,0,0,0,2004
AR,other and unallocable,2351,7290904,186,217033,17524,2449,7507937,2004
CA,total,327744,1670278308,146096,220532627,11493583,393057,1890810935,2004
CA,financial administration,19383,77985781,3819,5951397,387867,21587,83937178,2004
CA,other government administration,3669,17830084,390,947193,32035,3865,18777277,2004
CA,judicial and legal,3979,23995090,423,977937,33687,4171,24973027,2004
CA,police protection - officers,7920,48608716,542,551579,11017,7983,49160295,2004
CA,police protection - other,5331,19926550,664,642493,35326,5532,20569043,2004
CA,corrections,47441,226937475,2975,8575749,396866,49696,235513224,2004
CA,highways,20118,114214931,921,2876539,123723,20820,117091470,2004
CA,air transportation,0,0,0,0,0,0,0,2004
CA,water transport and terminals,0,0,0,0,0,0,0,2004
CA,public welfare,3487,15170996,274,669654,34645,3683,15840650,2004
CA,health,10748,56151806,1376,4527436,184915,11797,60679242,2004
CA,hospitals,34263,156334597,8424,19903495,826951,38962,176238092,2004
CA,social insurance administration,18593,72498754,2259,4615613,253360,20033,77114367,2004
CA,solid waste management,360,1827285,60,190536,7085,400,2017821,2004
CA,sewerage,0,0,0,0,0,0,0,2004
CA,parks and recreation,2244,9581353,1482,2362653,166478,3189,11944006,2004
CA,housing and community development,0,0,0,0,0,0,0,2004
CA,natural resources,11661,56135533,2862,4360924,372422,13776,60496457,2004
CA,water transport and terminals,0,0,0,0,0,0,0,2004
CA,electric power,0,0,0,0,0,0,0,2004
CA,gas supply,0,0,0,0,0,0,0,2004
CA,transit,0,0,0,0,0,0,0,2004
CA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
CA,education - elementary and secondary other,0,0,0,0,0,0,0,2004
CA,education - higher education instructional,20139,147722301,26316,44946134,1784332,30278,192668435,2004
CA,education - higher education other,79304,390000678,88754,106573809,6415133,115753,496574487,2004
CA,education - other,4216,18133763,553,974984,49572,4497,19108747,2004
CA,libraries,0,0,0,0,0,0,0,2004
CA,liquor stores,0,0,0,0,0,0,0,2004
CA,other and unallocable,34888,217222615,4002,10884502,378169,37035,228107117,2004
CO,total,49003,217929060,34097,48586734,2930575,65652,266515794,2004
CO,financial administration,2020,8994598,140,225635,11424,2085,9220233,2004
CO,other government administration,428,1542896,164,396094,25218,571,1938990,2004
CO,judicial and legal,2924,13139602,794,1824379,86499,3415,14963981,2004
CO,police protection - officers,756,3736019,7,21850,826,760,3757869,2004
CO,police protection - other,420,1505723,1,2159,77,420,1507882,2004
CO,corrections,6202,23892494,82,205355,9589,6257,24097849,2004
CO,highways,3030,12259510,163,351113,17963,3132,12610623,2004
CO,air transportation,0,0,0,0,0,0,0,2004
CO,water transport and terminals,0,0,0,0,0,0,0,2004
CO,public welfare,1700,7013672,436,832926,42265,1939,7846598,2004
CO,health,1048,5190722,153,408853,16485,1142,5599575,2004
CO,hospitals,3104,10988218,790,1513966,73347,3520,12502184,2004
CO,social insurance administration,924,3890196,111,205386,12131,993,4095582,2004
CO,solid waste management,0,0,0,0,0,0,0,2004
CO,sewerage,0,0,0,0,0,0,0,2004
CO,parks and recreation,232,993719,76,56473,3467,252,1050192,2004
CO,housing and community development,0,0,0,0,0,0,0,2004
CO,natural resources,1304,6011262,244,401733,16891,1400,6412995,2004
CO,water transport and terminals,0,0,0,0,0,0,0,2004
CO,electric power,0,0,0,0,0,0,0,2004
CO,gas supply,0,0,0,0,0,0,0,2004
CO,transit,0,0,0,0,0,0,0,2004
CO,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
CO,education - elementary and secondary other,0,0,0,0,0,0,0,2004
CO,education - higher education instructional,9818,59287859,9017,14153558,706645,13834,73441417,2004
CO,education - higher education other,12678,49627877,21272,26919308,1854520,23215,76547185,2004
CO,education - other,1039,4070941,549,852344,42847,1282,4923285,2004
CO,libraries,0,0,0,0,0,0,0,2004
CO,liquor stores,0,0,0,0,0,0,0,2004
CO,other and unallocable,1376,5783752,98,215602,10381,1435,5999354,2004
CT,total,50949,242795109,19974,27834225,1310751,58648,270629334,2004
CT,financial administration,2066,9112360,106,250004,10539,2126,9362364,2004
CT,other government administration,1094,4786839,250,864089,34365,1289,5650928,2004
CT,judicial and legal,4264,17148014,285,541709,10658,4324,17689723,2004
CT,police protection - officers,1422,7562548,8,21527,1269,1429,7584075,2004
CT,police protection - other,540,2355935,41,71270,3775,562,2427205,2004
CT,corrections,7388,33429169,145,433360,14849,7473,33862529,2004
CT,highways,2821,12261920,7,22051,1125,2827,12283971,2004
CT,air transportation,146,755767,0,0,0,146,755767,2004
CT,water transport and terminals,0,0,0,0,0,0,0,2004
CT,public welfare,4083,18542522,390,906903,37563,4296,19449425,2004
CT,health,1789,7912369,96,249073,10506,1848,8161442,2004
CT,hospitals,8933,45685519,2399,6826767,286568,10561,52512286,2004
CT,social insurance administration,659,2879834,57,155657,5170,688,3035491,2004
CT,solid waste management,43,247924,7,20455,908,48,268379,2004
CT,sewerage,0,0,0,0,0,0,0,2004
CT,parks and recreation,137,641066,8,9024,531,140,650090,2004
CT,housing and community development,0,0,0,0,0,0,0,2004
CT,natural resources,644,2910359,95,159895,6451,681,3070254,2004
CT,water transport and terminals,0,0,0,0,0,0,0,2004
CT,electric power,0,0,0,0,0,0,0,2004
CT,gas supply,0,0,0,0,0,0,0,2004
CT,transit,0,0,0,0,0,0,0,2004
CT,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
CT,education - elementary and secondary other,0,0,0,0,0,0,0,2004
CT,education - higher education instructional,3740,25313890,7498,11112585,439285,6353,36426475,2004
CT,education - higher education other,6958,31296672,7631,5058687,389111,9306,36355359,2004
CT,education - other,2121,10126700,691,755276,37731,2335,10881976,2004
CT,libraries,0,0,0,0,0,0,0,2004
CT,liquor stores,0,0,0,0,0,0,0,2004
CT,other and unallocable,2101,9825702,260,375893,20347,2216,10201595,2004
DE,total,21377,78942825,7648,7986408,476448,24254,86929233,2004
DE,financial administration,674,2327078,62,29335,2693,691,2356413,2004
DE,other government administration,228,886628,116,231788,9804,285,1118416,2004
DE,judicial and legal,1481,5072143,24,36624,1759,1491,5108767,2004
DE,police protection - officers,621,3593329,0,0,0,621,3593329,2004
DE,police protection - other,299,890924,6,11301,709,304,902225,2004
DE,corrections,2756,9176753,151,178910,13962,2839,9355663,2004
DE,highways,1585,4887631,32,48744,3325,1605,4936375,2004
DE,air transportation,0,0,0,0,0,0,0,2004
DE,water transport and terminals,251,905938,0,0,0,251,905938,2004
DE,public welfare,1439,4464504,135,248159,15705,1533,4712663,2004
DE,health,1812,6428171,181,268831,17594,1918,6697002,2004
DE,hospitals,1764,5338075,148,204926,12421,1839,5543001,2004
DE,social insurance administration,289,871988,18,38499,2464,304,910487,2004
DE,solid waste management,106,321907,13,13246,1375,114,335153,2004
DE,sewerage,0,0,0,0,0,0,0,2004
DE,parks and recreation,168,513971,140,102727,11093,235,616698,2004
DE,housing and community development,0,0,0,0,0,0,0,2004
DE,natural resources,420,1488784,118,101444,8600,472,1590228,2004
DE,water transport and terminals,0,0,0,0,0,0,0,2004
DE,electric power,0,0,0,0,0,0,0,2004
DE,gas supply,0,0,0,0,0,0,0,2004
DE,transit,623,2170984,34,40660,3030,640,2211644,2004
DE,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
DE,education - elementary and secondary other,0,0,0,0,0,0,0,2004
DE,education - higher education instructional,1565,9857824,2861,3880864,183240,2670,13738688,2004
DE,education - higher education other,3536,13059045,3316,2340272,174301,4595,15399317,2004
DE,education - other,358,1660712,12,25248,1456,366,1685960,2004
DE,libraries,0,0,0,0,0,0,0,2004
DE,liquor stores,0,0,0,0,0,0,0,2004
DE,other and unallocable,1402,5026436,281,184830,12917,1481,5211266,2004
FL,total,167147,567802368,41477,45913751,2836314,183265,613716119,2004
FL,financial administration,7269,24844155,190,188247,19164,7378,25032402,2004
FL,other government administration,2074,7752874,16,23809,1230,2081,7776683,2004
FL,judicial and legal,17782,66313344,407,811423,40213,18013,67124767,2004
FL,police protection - officers,1995,6914625,0,0,0,1995,6914625,2004
FL,police protection - other,2340,7866634,24,26763,2117,2352,7893397,2004
FL,corrections,27429,76004711,26,36482,2519,27443,76041193,2004
FL,highways,7758,27783701,26,34088,2510,7773,27817789,2004
FL,air transportation,0,0,0,0,0,0,0,2004
FL,water transport and terminals,0,0,0,0,0,0,0,2004
FL,public welfare,11694,31986905,69,98206,6188,11730,32085111,2004
FL,health,19380,56392476,1165,2168526,117954,20051,58561002,2004
FL,hospitals,4790,13316787,31,52333,2756,4806,13369120,2004
FL,social insurance administration,2565,7313655,36,57685,3739,2586,7371340,2004
FL,solid waste management,0,0,0,0,0,0,0,2004
FL,sewerage,0,0,0,0,0,0,0,2004
FL,parks and recreation,1450,2911055,35,21429,3231,1468,2932484,2004
FL,housing and community development,0,0,0,0,0,0,0,2004
FL,natural resources,9641,27211662,2113,1851577,129796,10379,29063239,2004
FL,water transport and terminals,0,0,0,0,0,0,0,2004
FL,electric power,0,0,0,0,0,0,0,2004
FL,gas supply,0,0,0,0,0,0,0,2004
FL,transit,611,2117970,40,6670,507,614,2124640,2004
FL,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
FL,education - elementary and secondary other,0,0,0,0,0,0,0,2004
FL,education - higher education instructional,14540,98658697,16880,22903561,1016679,20317,121562258,2004
FL,education - higher education other,25402,79659027,20210,17380446,1469649,33751,97039473,2004
FL,education - other,3434,9688196,58,88327,5411,3464,9776523,2004
FL,libraries,0,0,0,0,0,0,0,2004
FL,liquor stores,0,0,0,0,0,0,0,2004
FL,other and unallocable,6993,21065894,151,164179,12651,7064,21230073,2004
GA,total,106768,355837046,38256,35580105,2595116,121526,391417151,2004
GA,financial administration,4375,14791764,37,62725,2284,4388,14854489,2004
GA,other government administration,722,2572745,629,1282100,70617,1124,3854845,2004
GA,judicial and legal,2524,11553604,34,62080,1872,2535,11615684,2004
GA,police protection - officers,1160,4034950,0,0,0,1160,4034950,2004
GA,police protection - other,1037,3307670,22,31400,2180,1049,3339070,2004
GA,corrections,19218,47659780,562,913222,54880,19530,48573002,2004
GA,highways,5827,15747286,30,14988,700,5831,15762274,2004
GA,air transportation,0,0,0,0,0,0,0,2004
GA,water transport and terminals,788,3666207,0,0,0,788,3666207,2004
GA,public welfare,8701,22866684,143,199726,14708,8785,23066410,2004
GA,health,4307,13569502,240,277459,24344,4445,13846961,2004
GA,hospitals,8065,19966092,164,333116,16512,8158,20299208,2004
GA,social insurance administration,2091,6083316,149,222606,15156,2177,6305922,2004
GA,solid waste management,0,0,0,0,0,0,0,2004
GA,sewerage,0,0,0,0,0,0,0,2004
GA,parks and recreation,1299,3025903,2403,2769375,288122,2936,5795278,2004
GA,housing and community development,0,0,0,0,0,0,0,2004
GA,natural resources,4004,11936853,921,808586,70513,4405,12745439,2004
GA,water transport and terminals,0,0,0,0,0,0,0,2004
GA,electric power,0,0,0,0,0,0,0,2004
GA,gas supply,0,0,0,0,0,0,0,2004
GA,transit,0,0,0,0,0,0,0,2004
GA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
GA,education - elementary and secondary other,0,0,0,0,0,0,0,2004
GA,education - higher education instructional,12672,70077289,13343,14649324,779383,17108,84726613,2004
GA,education - higher education other,23912,84333394,18988,12858839,1195603,30707,97192233,2004
GA,education - other,2738,9625452,421,950540,47705,3009,10575992,2004
GA,libraries,0,0,0,0,0,0,0,2004
GA,liquor stores,0,0,0,0,0,0,0,2004
GA,other and unallocable,3328,11018555,170,144019,10537,3391,11162574,2004
HI,total,49954,171676121,21552,19403824,1159242,56540,191079945,2004
HI,financial administration,622,2325580,3,7636,280,624,2333216,2004
HI,other government administration,648,2086020,139,247214,12141,717,2333234,2004
HI,judicial and legal,2250,8375794,61,101666,2947,2267,8477460,2004
HI,police protection - officers,0,0,0,0,0,0,0,2004
HI,police protection - other,0,0,0,0,0,0,0,2004
HI,corrections,2372,8638388,10,13118,796,2376,8651506,2004
HI,highways,879,3218038,0,0,0,879,3218038,2004
HI,air transportation,1000,3157080,10,12644,754,1004,3169724,2004
HI,water transport and terminals,199,683492,0,0,0,199,683492,2004
HI,public welfare,948,3206848,29,11262,2200,960,3218110,2004
HI,health,2465,8750986,76,175866,6992,2505,8926852,2004
HI,hospitals,3763,12645335,430,909891,36988,3975,13555226,2004
HI,social insurance administration,341,1120172,14,28180,1198,348,1148352,2004
HI,solid waste management,0,0,0,0,0,0,0,2004
HI,sewerage,0,0,0,0,0,0,0,2004
HI,parks and recreation,140,441380,184,120126,10824,201,561506,2004
HI,housing and community development,0,0,0,0,0,0,0,2004
HI,natural resources,1000,3968958,278,223820,16039,1091,4192778,2004
HI,water transport and terminals,0,0,0,0,0,0,0,2004
HI,electric power,0,0,0,0,0,0,0,2004
HI,gas supply,0,0,0,0,0,0,0,2004
HI,transit,0,0,0,0,0,0,0,2004
HI,education - elementary and secondary instructional,18689,60500848,8543,6944846,370736,20795,67445694,2004
HI,education - elementary and secondary other,4527,12129222,4754,2806280,225564,5809,14935502,2004
HI,education - higher education instructional,2110,11572003,1510,2673028,91168,2628,14245031,2004
HI,education - higher education other,3837,14592061,5218,4936979,360285,5884,19529040,2004
HI,education - other,147,490622,2,3878,160,148,494500,2004
HI,libraries,482,1441018,240,142716,16004,573,1583734,2004
HI,liquor stores,0,0,0,0,0,0,0,2004
HI,other and unallocable,3535,12332276,51,44674,4166,3557,12376950,2004
ID,total,18446,62118102,11269,10799066,836413,23198,72917168,2004
ID,financial administration,1374,4834650,171,171378,20408,1490,5006028,2004
ID,other government administration,157,586937,207,386609,19713,269,973546,2004
ID,judicial and legal,443,2331207,9,26404,425,445,2357611,2004
ID,police protection - officers,259,1040846,0,0,0,259,1040846,2004
ID,police protection - other,180,540393,47,47555,3963,203,587948,2004
ID,corrections,1722,4825968,35,58594,4198,1746,4884562,2004
ID,highways,1618,5170259,149,235528,25147,1761,5405787,2004
ID,air transportation,0,0,0,0,0,0,0,2004
ID,water transport and terminals,0,0,0,0,0,0,0,2004
ID,public welfare,1653,4872855,188,236900,24205,1791,5109755,2004
ID,health,1016,3447774,167,268087,15348,1104,3715861,2004
ID,hospitals,811,2299777,224,179540,15575,899,2479317,2004
ID,social insurance administration,548,1941955,253,478959,36447,755,2420914,2004
ID,solid waste management,0,0,0,0,0,0,0,2004
ID,sewerage,0,0,0,0,0,0,0,2004
ID,parks and recreation,155,450890,53,47174,4966,183,498064,2004
ID,housing and community development,0,0,0,0,0,0,0,2004
ID,natural resources,1573,5276173,674,1030159,65722,1946,6306332,2004
ID,water transport and terminals,0,0,0,0,0,0,0,2004
ID,electric power,0,0,0,0,0,0,0,2004
ID,gas supply,0,0,0,0,0,0,0,2004
ID,transit,0,0,0,0,0,0,0,2004
ID,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
ID,education - elementary and secondary other,0,0,0,0,0,0,0,2004
ID,education - higher education instructional,1969,8985887,2032,2645163,135939,2741,11631050,2004
ID,education - higher education other,3545,10853865,6602,4603604,427530,5973,15457469,2004
ID,education - other,443,1509191,130,155540,16709,538,1664731,2004
ID,libraries,0,0,0,0,0,0,0,2004
ID,liquor stores,113,330347,116,93344,9819,169,423691,2004
ID,other and unallocable,867,2819128,212,134528,10299,926,2953656,2004
IL,total,112831,461826137,47577,42820898,3466912,133672,504647035,2004
IL,financial administration,5247,19504781,233,361197,25624,5402,19865978,2004
IL,other government administration,1842,7629850,21,47110,1858,1852,7676960,2004
IL,judicial and legal,2992,19006664,82,152450,4124,3018,19159114,2004
IL,police protection - officers,2025,11376039,0,0,0,2025,11376039,2004
IL,police protection - other,1632,7273387,11,28845,1329,1640,7302232,2004
IL,corrections,14461,57231540,12,32730,1136,14468,57264270,2004
IL,highways,6996,28402039,1165,3102658,126030,7748,31504697,2004
IL,air transportation,0,0,0,0,0,0,0,2004
IL,water transport and terminals,77,366202,3,11024,336,79,377226,2004
IL,public welfare,10498,42740984,132,211580,8385,10549,42952564,2004
IL,health,2812,12455086,19,54568,1958,2824,12509654,2004
IL,hospitals,11561,41559899,669,1421228,67643,11962,42981127,2004
IL,social insurance administration,2106,9578318,338,959512,50380,2409,10537830,2004
IL,solid waste management,0,0,0,0,0,0,0,2004
IL,sewerage,0,0,0,0,0,0,0,2004
IL,parks and recreation,634,2297352,77,166972,9476,692,2464324,2004
IL,housing and community development,0,0,0,0,0,0,0,2004
IL,natural resources,2831,11236757,1142,1561732,166832,3835,12798489,2004
IL,water transport and terminals,0,0,0,0,0,0,0,2004
IL,electric power,0,0,0,0,0,0,0,2004
IL,gas supply,0,0,0,0,0,0,0,2004
IL,transit,0,0,0,0,0,0,0,2004
IL,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
IL,education - elementary and secondary other,0,0,0,0,0,0,0,2004
IL,education - higher education instructional,12232,64993149,14803,16549054,659851,16193,81542203,2004
IL,education - higher education other,25504,88066789,28608,17837087,2323141,39481,105903876,2004
IL,education - other,2372,9511944,19,34605,1551,2381,9546549,2004
IL,libraries,0,0,0,0,0,0,0,2004
IL,liquor stores,0,0,0,0,0,0,0,2004
IL,other and unallocable,7009,28595357,243,288546,17258,7114,28883903,2004
IN,total,75965,254893211,34263,31217585,2517362,90404,286110796,2004
IN,financial administration,2621,8060342,134,171422,18058,2729,8231764,2004
IN,other government administration,412,1469874,195,309835,15675,506,1779709,2004
IN,judicial and legal,1254,6401683,40,85800,4153,1279,6487483,2004
IN,police protection - officers,1178,5487594,0,0,0,1178,5487594,2004
IN,police protection - other,762,2025350,0,0,0,762,2025350,2004
IN,corrections,8185,22360561,15,29240,1559,8194,22389801,2004
IN,highways,4318,11490928,0,0,0,4318,11490928,2004
IN,air transportation,0,0,0,0,0,0,0,2004
IN,water transport and terminals,31,165252,1,874,84,32,166126,2004
IN,public welfare,5461,14217259,128,60954,7274,5506,14278213,2004
IN,health,1766,6056073,11,18463,908,1771,6074536,2004
IN,hospitals,4080,10498258,136,197314,15188,4171,10695572,2004
IN,social insurance administration,1344,3730585,216,237990,16105,1441,3968575,2004
