state,year,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_full_time_and_part_time_employees,total_march_pay
TX,2016,education - other,3997,19769393,451,1259088,50928,4284,4448,21028481
TX,2016,libraries,0,0,0,0,0,0,0,0
TX,2016,liquor stores,0,0,0,0,0,0,0,0
TX,2016,other and unallocable,7841,40287380,441,765757,37741,8054,8282,41053137
UT,2016,total,48902,245571447,28318,32466353,1562938,57733,77220,278037800
UT,2016,financial administration,2359,11601771,163,297452,15168,2444,2522,11899223
UT,2016,other government administration,337,1848126,180,313124,19566,448,517,2161250
UT,2016,judicial and legal,1485,7971012,133,242556,12577,1556,1618,8213568
UT,2016,police protection total,865,3729364,115,113498,6018,899,980,3842862
UT,2016,police protection - officers,477,2309985,18,22347,1430,485,495,2332332
UT,2016,police protection - other,388,1419379,97,91151,4588,414,485,1510530
UT,2016,fire protection total,0,0,0,0,0,0,0,0
UT,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
UT,2016,fire protection - other,0,0,0,0,0,0,0,0
UT,2016,corrections,3147,11794673,229,253581,19628,3258,3376,12048254
UT,2016,highways,1529,6942054,45,73645,5813,1562,1574,7015699
UT,2016,air transportation,0,0,0,0,0,0,0,0
UT,2016,water transport and terminals,0,0,0,0,0,0,0,0
UT,2016,public welfare,2358,8386280,126,269027,14009,2438,2484,8655307
UT,2016,health,1891,8300063,235,441282,18829,1997,2126,8741345
UT,2016,hospitals,9602,43243646,1353,2269470,85001,10083,10955,45513116
UT,2016,social insurance administration,999,3968576,27,73873,3184,1017,1026,4042449
UT,2016,solid waste management,0,0,0,0,0,0,0,0
UT,2016,sewerage,0,0,0,0,0,0,0,0
UT,2016,parks and recreation,241,859915,58,56628,4971,269,299,916543
UT,2016,housing and community development,0,0,0,0,0,0,0,0
UT,2016,natural resources,1202,4994986,265,293626,19040,1309,1467,5288612
UT,2016,water transport and terminals,0,0,0,0,0,0,0,0
UT,2016,electric power,0,0,0,0,0,0,0,0
UT,2016,gas supply,0,0,0,0,0,0,0,0
UT,2016,transit,0,0,0,0,0,0,0,0
UT,2016,education total,21166,124649362,24887,27291529,1302495,28525,46053,151940891
UT,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
UT,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
UT,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
UT,2016,education - higher education total,19558,117512536,23828,26146730,1238140,26553,43386,143659266
UT,2016,education - higher education instructional,6078,57339585,8935,14995724,444808,8591,15013,72335309
UT,2016,education - higher education other,13480,60172951,14893,11151006,793332,17962,28373,71323957
UT,2016,education - other,1608,7136826,1059,1144799,64355,1972,2667,8281625
UT,2016,libraries,0,0,0,0,0,0,0,0
UT,2016,liquor stores,263,691012,307,204053,21802,386,570,895065
UT,2016,other and unallocable,1458,6590607,195,273009,14837,1542,1653,6863616
VT,2016,total,13162,68493180,4002,7029345,208350,14388,17164,75522525
VT,2016,financial administration,611,3071930,10,8900,566,614,621,3080830
VT,2016,other government administration,468,2133963,207,568443,5384,500,675,2702406
VT,2016,judicial and legal,674,3530620,25,19655,810,678,699,3550275
VT,2016,police protection total,585,3490981,65,40971,2232,598,650,3531952
VT,2016,police protection - officers,285,2055690,0,0,0,285,285,2055690
VT,2016,police protection - other,300,1435291,65,40971,2232,313,365,1476262
VT,2016,fire protection total,0,0,0,0,0,0,0,0
VT,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
VT,2016,fire protection - other,0,0,0,0,0,0,0,0
VT,2016,corrections,1079,5110175,4,3240,179,1080,1083,5113415
VT,2016,highways,1039,4935126,2,1210,110,1040,1041,4936336
VT,2016,air transportation,0,0,0,0,0,0,0,0
VT,2016,water transport and terminals,0,0,0,0,0,0,0,0
VT,2016,public welfare,1578,8086106,41,61713,1642,1588,1619,8147819
VT,2016,health,508,2572750,30,14143,844,513,538,2586893
VT,2016,hospitals,246,1175531,5,2533,84,246,251,1178064
VT,2016,social insurance administration,260,1148749,6,3304,146,261,266,1152053
VT,2016,solid waste management,0,0,0,0,0,0,0,0
VT,2016,sewerage,0,0,0,0,0,0,0,0
VT,2016,parks and recreation,112,522899,6,4083,241,113,118,526982
VT,2016,housing and community development,0,0,0,0,0,0,0,0
VT,2016,natural resources,601,3204640,16,16920,726,606,617,3221560
VT,2016,water transport and terminals,0,0,0,0,0,0,0,0
VT,2016,electric power,0,0,0,0,0,0,0,0
VT,2016,gas supply,0,0,0,0,0,0,0,0
VT,2016,transit,0,0,0,0,0,0,0,0
VT,2016,education total,4121,22703623,3501,6207703,191089,5246,7622,28911326
VT,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
VT,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
VT,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
VT,2016,education - higher education total,3740,20759488,3492,6181346,190188,4859,7232,26940834
VT,2016,education - higher education instructional,944,8306817,1104,2313559,48533,1227,2048,10620376
VT,2016,education - higher education other,2796,12452671,2388,3867787,141655,3632,5184,16320458
VT,2016,education - other,381,1944135,9,26357,901,387,390,1970492
VT,2016,libraries,0,0,0,0,0,0,0,0
VT,2016,liquor stores,51,256665,8,1497,146,52,59,258162
VT,2016,other and unallocable,1229,6549422,76,75030,4151,1253,1305,6624452
VA,2016,total,107381,545009709,60157,73945752,3423701,126741,167538,618955461
VA,2016,financial administration,4149,19849225,483,803794,50748,4436,4632,20653019
VA,2016,other government administration,567,3450745,585,1186197,58013,911,1152,4636942
VA,2016,judicial and legal,3758,19239928,337,445330,15436,3845,4095,19685258
VA,2016,police protection total,3126,15509849,138,260238,12994,3199,3264,15770087
VA,2016,police protection - officers,2350,12571859,12,18916,1074,2356,2362,12590775
VA,2016,police protection - other,776,2937990,126,241322,11920,843,902,3179312
VA,2016,fire protection total,0,0,0,0,0,0,0,0
VA,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
VA,2016,fire protection - other,0,0,0,0,0,0,0,0
VA,2016,corrections,13427,46741486,387,693916,39544,13651,13814,47435402
VA,2016,highways,7325,36503698,328,701826,32262,7507,7653,37205524
VA,2016,air transportation,0,0,0,0,0,0,0,0
VA,2016,water transport and terminals,185,1165182,0,0,0,185,185,1165182
VA,2016,public welfare,2874,13404976,353,756240,34238,3067,3227,14161216
VA,2016,health,6551,29912120,783,1859470,62807,6905,7334,31771590
VA,2016,hospitals,11757,51691846,1565,4286885,82200,12222,13322,55978731
VA,2016,social insurance administration,1085,4405864,251,527438,25764,1230,1336,4933302
VA,2016,solid waste management,0,0,0,0,0,0,0,0
VA,2016,sewerage,0,0,0,0,0,0,0,0
VA,2016,parks and recreation,664,2691376,941,901918,75608,1090,1605,3593294
VA,2016,housing and community development,0,0,0,0,0,0,0,0
VA,2016,natural resources,2181,11654618,620,1261464,89612,2686,2801,12916082
VA,2016,water transport and terminals,0,0,0,0,0,0,0,0
VA,2016,electric power,0,0,0,0,0,0,0,0
VA,2016,gas supply,0,0,0,0,0,0,0,0
VA,2016,transit,0,0,0,0,0,0,0,0
VA,2016,education total,45281,266907673,50260,57110722,2605614,60005,95541,324018395
VA,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
VA,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
VA,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
VA,2016,education - higher education total,43277,256622546,49901,56427903,2576043,57833,93178,313050449
VA,2016,education - higher education instructional,16310,130908408,15251,23828820,788938,20768,31561,154737228
VA,2016,education - higher education other,26967,125714138,34650,32599083,1787105,37065,61617,158313221
VA,2016,education - other,2004,10285127,359,682819,29571,2172,2363,10967946
VA,2016,libraries,0,0,0,0,0,0,0,0
VA,2016,liquor stores,922,3464008,2431,2299646,201662,2061,3353,5763654
VA,2016,other and unallocable,3529,18417115,695,850668,37199,3741,4224,19267783
WA,2016,total,106882,576345311,53506,88857650,3556801,126970,160388,665202961
WA,2016,financial administration,3098,17367238,99,262820,10012,3155,3197,17630058
WA,2016,other government administration,586,3022514,459,2267382,77024,1021,1045,5289896
WA,2016,judicial and legal,2019,12602776,39,83130,2906,2035,2058,12685906
WA,2016,police protection total,2098,11148354,74,150518,2461,2112,2172,11298872
WA,2016,police protection - officers,772,5526653,0,0,0,772,772,5526653
WA,2016,police protection - other,1326,5621701,74,150518,2461,1340,1400,5772219
WA,2016,fire protection total,0,0,0,0,0,0,0,0
WA,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
WA,2016,fire protection - other,0,0,0,0,0,0,0,0
WA,2016,corrections,8190,35541936,488,1243702,46480,8452,8678,36785638
WA,2016,highways,6381,34373086,368,904938,36062,6585,6749,35278024
WA,2016,air transportation,0,0,0,0,0,0,0,0
WA,2016,water transport and terminals,3,23252,0,0,0,3,3,23252
WA,2016,public welfare,10270,46801518,515,1029610,43540,10516,10785,47831128
WA,2016,health,6594,30087084,708,1597922,75062,7019,7302,31685006
WA,2016,hospitals,9069,51737933,3381,13585531,276666,10632,12450,65323464
WA,2016,social insurance administration,3519,16614908,82,171278,8176,3566,3601,16786186
WA,2016,solid waste management,537,2969128,21,63944,1968,548,558,3033072
WA,2016,sewerage,0,0,0,0,0,0,0,0
WA,2016,parks and recreation,574,2767642,45,80428,3620,595,619,2848070
WA,2016,housing and community development,67,433434,0,0,0,67,67,433434
WA,2016,natural resources,4809,22656002,573,842230,37590,5021,5382,23498232
WA,2016,water transport and terminals,0,0,0,0,0,0,0,0
WA,2016,electric power,0,0,0,0,0,0,0,0
WA,2016,gas supply,0,0,0,0,0,0,0,0
WA,2016,transit,0,0,0,0,0,0,0,0
WA,2016,education total,45244,268438476,46470,66213493,2919798,61733,91714,334651969
WA,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
WA,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
WA,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
WA,2016,education - higher education total,43178,258409532,45974,65463445,2886968,59483,89152,323872977
WA,2016,education - higher education instructional,15098,114743502,11803,33305907,696002,19026,26901,148049409
WA,2016,education - higher education other,28080,143666030,34171,32157538,2190966,40457,62251,175823568
WA,2016,education - other,2066,10028944,496,750048,32830,2250,2562,10778992
WA,2016,libraries,0,0,0,0,0,0,0,0
WA,2016,liquor stores,97,529982,5,14402,540,100,102,544384
WA,2016,other and unallocable,3727,19230048,179,346322,14896,3810,3906,19576370
WV,2016,total,37331,141690561,12652,12252087,686006,41422,49983,153942648
WV,2016,financial administration,1913,5820941,77,119683,6610,1950,1990,5940624
WV,2016,other government administration,227,835447,253,704966,23203,373,480,1540413
WV,2016,judicial and legal,1655,7628857,43,85176,4865,1683,1698,7714033
WV,2016,police protection total,1033,4259321,25,27643,1568,1042,1058,4286964
WV,2016,police protection - officers,661,3171544,0,0,0,661,661,3171544
WV,2016,police protection - other,372,1087777,25,27643,1568,381,397,1115420
WV,2016,fire protection total,0,0,0,0,0,0,0,0
WV,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
WV,2016,fire protection - other,0,0,0,0,0,0,0,0
WV,2016,corrections,3539,9019320,14,22869,1898,3550,3553,9042189
WV,2016,highways,5308,17145686,29,45289,3727,5329,5337,17190975
WV,2016,air transportation,2,7546,0,0,0,2,2,7546
WV,2016,water transport and terminals,3,13129,0,0,0,3,3,13129
WV,2016,public welfare,3380,9145863,89,146182,10870,3441,3469,9292045
WV,2016,health,783,2716442,63,98542,4548,809,846,2814984
WV,2016,hospitals,1642,4391844,82,91601,6722,1680,1724,4483445
WV,2016,social insurance administration,589,1634512,71,95892,6984,631,660,1730404
WV,2016,solid waste management,13,37894,0,0,0,13,13,37894
WV,2016,sewerage,0,0,0,0,0,0,0,0
WV,2016,parks and recreation,362,799244,418,374914,43446,607,780,1174158
WV,2016,housing and community development,0,0,0,0,0,0,0,0
WV,2016,natural resources,1688,6183410,105,106656,8269,1735,1793,6290066
WV,2016,water transport and terminals,0,0,0,0,0,0,0,0
WV,2016,electric power,0,0,0,0,0,0,0,0
WV,2016,gas supply,0,0,0,0,0,0,0,0
WV,2016,transit,9,32541,0,0,0,9,9,32541
WV,2016,education total,12849,63795949,11250,10184288,554852,16179,24099,73980237
WV,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
WV,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
WV,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
WV,2016,education - higher education total,11635,58508033,11124,9928564,545006,14906,22759,68436597
WV,2016,education - higher education instructional,4284,27553493,4085,5799039,169056,5297,8369,33352532
WV,2016,education - higher education other,7351,30954540,7039,4129525,375950,9609,14390,35084065
WV,2016,education - other,1214,5287916,126,255724,9846,1273,1340,5543640
WV,2016,libraries,0,0,0,0,0,0,0,0
WV,2016,liquor stores,70,207900,5,5160,430,73,75,213060
WV,2016,other and unallocable,2266,8014715,128,143226,8014,2313,2394,8157941
WI,2016,total,57564,306705053,50233,49308603,2674583,72676,107797,356013656
WI,2016,financial administration,2325,12116649,321,663617,38789,2544,2646,12780266
WI,2016,other government administration,517,2453664,240,655166,32049,698,757,3108830
WI,2016,judicial and legal,2020,13058381,244,675549,22209,2146,2264,13733930
WI,2016,police protection total,876,4491793,23,38033,2079,888,899,4529826
WI,2016,police protection - officers,528,2883976,0,0,0,528,528,2883976
WI,2016,police protection - other,348,1607817,23,38033,2079,360,371,1645850
WI,2016,fire protection total,0,0,0,0,0,0,0,0
WI,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
WI,2016,fire protection - other,0,0,0,0,0,0,0,0
WI,2016,corrections,9116,40141732,659,2221223,63639,9476,9775,42362955
WI,2016,highways,1464,8545241,73,125579,5403,1495,1537,8670820
WI,2016,air transportation,0,0,0,0,0,0,0,0
WI,2016,water transport and terminals,0,0,0,0,0,0,0,0
WI,2016,public welfare,1901,8649220,353,919467,51438,2191,2254,9568687
WI,2016,health,1542,8046943,385,768344,36097,1746,1927,8815287
WI,2016,hospitals,3294,13987705,505,1568319,53933,3599,3799,15556024
WI,2016,social insurance administration,815,3463489,26,54862,2599,830,841,3518351
WI,2016,solid waste management,0,0,0,0,0,0,0,0
WI,2016,sewerage,0,0,0,0,0,0,0,0
WI,2016,parks and recreation,131,594210,62,46015,3321,150,193,640225
WI,2016,housing and community development,0,0,0,0,0,0,0,0
WI,2016,natural resources,2026,9674863,1149,1207256,77558,2463,3175,10882119
WI,2016,water transport and terminals,0,0,0,0,0,0,0,0
WI,2016,electric power,0,0,0,0,0,0,0,0
WI,2016,gas supply,0,0,0,0,0,0,0,0
WI,2016,transit,0,0,0,0,0,0,0,0
WI,2016,education total,27003,157129663,45428,38987810,2220498,39548,72431,196117473
WI,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
WI,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
WI,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
WI,2016,education - higher education total,26071,152409983,45126,38251064,2187521,38430,71197,190661047
WI,2016,education - higher education instructional,9046,64830709,12292,14560852,681405,12896,21338,79391561
WI,2016,education - higher education other,17025,87579274,32834,23690212,1506116,25534,49859,111269486
WI,2016,education - other,932,4719680,302,736746,32977,1118,1234,5456426
WI,2016,libraries,0,0,0,0,0,0,0,0
WI,2016,liquor stores,0,0,0,0,0,0,0,0
WI,2016,other and unallocable,4534,24351500,765,1377363,64971,4902,5299,25728863
WY,2016,total,12194,56386633,3646,3590276,230907,13502,15840,59976909
WY,2016,financial administration,724,3822730,5,10040,444,728,729,3832770
WY,2016,other government administration,132,794629,91,128275,7107,172,223,922904
WY,2016,judicial and legal,517,2954846,49,218088,5733,549,566,3172934
WY,2016,police protection total,282,1424740,0,0,0,282,282,1424740
WY,2016,police protection - officers,187,876080,0,0,0,187,187,876080
WY,2016,police protection - other,95,548660,0,0,0,95,95,548660
WY,2016,fire protection total,0,0,0,0,0,0,0,0
WY,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
WY,2016,fire protection - other,0,0,0,0,0,0,0,0
WY,2016,corrections,1256,4654999,3,5319,354,1258,1259,4660318
WY,2016,highways,1733,7635970,56,105995,7226,1774,1789,7741965
WY,2016,air transportation,0,0,0,0,0,0,0,0
WY,2016,water transport and terminals,0,0,0,0,0,0,0,0
WY,2016,public welfare,532,2222281,18,31345,2347,545,550,2253626
WY,2016,health,835,4045808,95,217750,12570,907,930,4263558
WY,2016,hospitals,670,2365806,21,40176,2430,684,691,2405982
WY,2016,social insurance administration,126,500216,0,0,0,126,126,500216
WY,2016,solid waste management,0,0,0,0,0,0,0,0
WY,2016,sewerage,0,0,0,0,0,0,0,0
WY,2016,parks and recreation,197,889883,29,39198,2462,210,226,929081
WY,2016,housing and community development,0,0,0,0,0,0,0,0
WY,2016,natural resources,928,4396364,44,59485,3467,948,972,4455849
WY,2016,water transport and terminals,0,0,0,0,0,0,0,0
WY,2016,electric power,0,0,0,0,0,0,0,0
WY,2016,gas supply,0,0,0,0,0,0,0,0
WY,2016,transit,0,0,0,0,0,0,0,0
WY,2016,education total,3333,16538942,3210,2689954,184529,4375,6543,19228896
WY,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
WY,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
WY,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
WY,2016,education - higher education total,3122,15355623,3206,2681611,184130,4162,6328,18037234
WY,2016,education - higher education instructional,1086,7351096,912,1155155,54766,1395,1998,8506251
WY,2016,education - higher education other,2036,8004527,2294,1526456,129364,2767,4330,9530983
WY,2016,education - other,211,1183319,4,8343,399,213,215,1191662
WY,2016,libraries,0,0,0,0,0,0,0,0
WY,2016,liquor stores,38,148791,0,0,0,38,38,148791
WY,2016,other and unallocable,891,3990628,25,44651,2238,906,916,4035279
